strategy,money,countries,utilities,stations,totalLandsOwned
GREEDY,26768,10,1,1,12
DEFAULT,58176,7,0,1,8
GREEDY,21520,7,0,0,7
GREEDY,17411,6,0,0,6
GREEDY,16636,8,0,1,9
STATION_GUY,39242,5,0,1,6
DEFAULT,37740,6,1,0,7
GREEDY,14215,9,1,0,10
DEFAULT,27542,8,0,0,8
GREEDY,18619,9,1,1,11
DEFAULT,36922,6,0,0,6
GREEDY,26545,8,0,0,8
GREEDY,28822,7,2,2,11
GREEDY,26816,9,1,1,11
GREEDY,26078,10,0,1,11
GREEDY,17507,8,1,0,9
DEFAULT,52685,8,0,0,8
DEFAULT,84324,7,0,0,7
GREEDY,31540,7,0,0,7
GREEDY,17732,10,0,2,12
DEFAULT,65917,8,0,2,10
GREEDY,16170,10,1,0,11
GREEDY,17508,8,0,1,9
GREEDY,22007,8,1,3,12
GREEDY,63712,11,1,1,13
GREEDY,21433,8,0,1,9
STATION_GUY,28120,5,0,3,8
DEFAULT,68415,5,0,0,5
GREEDY,25013,6,2,2,10
GREEDY,23448,7,1,1,9
DEFAULT,74914,9,0,0,9
GREEDY,26595,8,0,0,8
GREEDY,20758,10,1,2,13
UTILITY_GUY,49181,5,1,1,7
GREEDY,45510,11,2,0,13
GREEDY,22597,9,0,1,10
STATION_GUY,43296,4,1,2,7
UTILITY_GUY,64085,4,0,1,5
GREEDY,27093,11,1,1,13
STATION_GUY,48789,7,0,1,8
GREEDY,47468,6,2,1,9
DEFAULT,35961,6,1,1,8
GREEDY,17790,7,1,1,9
DEFAULT,38096,7,1,0,8
GREEDY,32997,8,0,0,8
GREEDY,23386,13,0,0,13
UTILITY_GUY,88475,5,0,0,5
DEFAULT,24007,7,0,3,10
GREEDY,13851,7,1,0,8
GREEDY,23776,11,0,1,12
GREEDY,25134,9,0,1,10
STATION_GUY,70840,4,0,2,6
UTILITY_GUY,44441,4,1,1,6
UTILITY_GUY,75770,4,0,0,4
GREEDY,18468,10,0,1,11
GREEDY,16253,8,1,0,9
GREEDY,15339,9,0,0,9
UTILITY_GUY,69542,6,1,0,7
UTILITY_GUY,13788,5,0,1,6
STATION_GUY,75399,7,1,3,11
GREEDY,23292,6,0,2,8
GREEDY,63601,4,0,3,7
UTILITY_GUY,32922,5,0,1,6
DEFAULT,33761,9,0,0,9
GREEDY,29625,10,1,0,11
GREEDY,20553,9,0,1,10
GREEDY,23988,9,1,3,13
STATION_GUY,20097,5,1,2,8
GREEDY,32967,10,1,1,12
GREEDY,10654,8,0,0,8
UTILITY_GUY,50506,5,1,0,6
GREEDY,62197,11,0,1,12
GREEDY,36308,9,1,1,11
GREEDY,48717,11,0,0,11
UTILITY_GUY,33293,6,0,1,7
STATION_GUY,35170,5,0,0,5
GREEDY,33834,7,1,3,11
STATION_GUY,23558,7,0,2,9
GREEDY,28139,8,0,0,8
DEFAULT,33587,9,1,0,10
DEFAULT,62480,7,1,0,8
GREEDY,15626,9,1,1,11
DEFAULT,9290,7,1,0,8
UTILITY_GUY,32863,5,1,0,6
GREEDY,24504,8,0,1,9
STATION_GUY,57368,7,0,1,8
GREEDY,46114,7,1,1,9
STATION_GUY,87411,7,1,0,8
GREEDY,25090,8,0,1,9
GREEDY,39649,8,1,2,11
UTILITY_GUY,35223,4,1,0,5
GREEDY,20684,7,1,0,8
DEFAULT,33531,7,0,2,9
STATION_GUY,44752,7,0,1,8
UTILITY_GUY,35626,5,1,0,6
DEFAULT,51292,7,1,0,8
DEFAULT,32943,10,0,0,10
STATION_GUY,22258,5,0,4,9
DEFAULT,49106,7,0,0,7
STATION_GUY,56848,5,0,4,9
UTILITY_GUY,33410,4,1,2,7
GREEDY,23680,6,1,2,9
GREEDY,31538,9,1,2,12
GREEDY,19761,7,1,1,9
DEFAULT,50095,9,0,0,9
UTILITY_GUY,89692,9,2,0,11
DEFAULT,34344,8,0,1,9
STATION_GUY,44620,6,0,0,6
GREEDY,33586,8,2,1,11
STATION_GUY,14758,3,1,3,7
STATION_GUY,43460,7,0,1,8
UTILITY_GUY,65051,8,0,0,8
GREEDY,26661,11,0,1,12
GREEDY,51186,5,1,4,10
GREEDY,39150,10,1,1,12
GREEDY,13613,9,0,0,9
GREEDY,35700,11,0,0,11
GREEDY,23972,9,0,1,10
GREEDY,26533,8,1,1,10
DEFAULT,87334,3,1,0,4
GREEDY,76999,9,1,1,11
GREEDY,18488,9,0,2,11
GREEDY,17702,9,1,0,10
STATION_GUY,77627,8,0,1,9
STATION_GUY,16624,5,0,1,6
GREEDY,21362,7,1,0,8
GREEDY,34139,7,0,2,9
STINGY,82985,3,0,0,3
DEFAULT,95418,7,1,1,9
GREEDY,78486,8,1,2,11
GREEDY,29678,6,1,2,9
DEFAULT,67523,7,0,0,7
UTILITY_GUY,46381,7,1,0,8
UTILITY_GUY,43339,4,0,0,4
GREEDY,29971,9,1,0,10
STATION_GUY,22444,8,0,2,10
GREEDY,18811,10,1,0,11
UTILITY_GUY,69915,4,1,0,5
STATION_GUY,64309,5,0,2,7
DEFAULT,51355,8,1,0,9
STATION_GUY,85315,4,0,0,4
UTILITY_GUY,33983,8,2,1,11
UTILITY_GUY,85492,8,0,0,8
GREEDY,15565,6,0,1,7
STATION_GUY,45994,6,0,0,6
STATION_GUY,36424,7,0,0,7
GREEDY,37805,9,0,1,10
UTILITY_GUY,33184,9,0,0,9
GREEDY,46743,9,1,2,12
GREEDY,13516,9,1,1,11
DEFAULT,53118,6,0,0,6
GREEDY,16661,7,0,1,8
DEFAULT,76971,8,0,0,8
UTILITY_GUY,42208,2,2,1,5
GREEDY,27162,9,0,0,9
GREEDY,37664,12,0,1,13
DEFAULT,16167,9,0,0,9
GREEDY,20757,8,1,0,9
GREEDY,34821,8,0,1,9
DEFAULT,46392,2,0,2,4
GREEDY,23830,8,0,0,8
GREEDY,13776,11,1,0,12
GREEDY,91012,9,0,1,10
GREEDY,30541,14,0,0,14
GREEDY,34040,10,0,2,12
GREEDY,26478,9,0,3,12
UTILITY_GUY,42037,4,0,1,5
GREEDY,18433,11,0,1,12
STATION_GUY,47231,4,0,2,6
GREEDY,17366,6,0,1,7
GREEDY,29999,7,1,2,10
GREEDY,15984,7,0,0,7
GREEDY,39487,10,0,3,13
STATION_GUY,57637,4,1,0,5
STATION_GUY,33579,3,0,4,7
DEFAULT,22422,6,1,1,8
DEFAULT,39310,5,1,1,7
GREEDY,22485,7,2,2,11
DEFAULT,50881,7,1,0,8
DEFAULT,25701,7,0,1,8
GREEDY,71891,9,0,1,10
GREEDY,56905,9,0,1,10
GREEDY,9855,9,0,0,9
DEFAULT,18834,5,0,1,6
UTILITY_GUY,63198,8,1,1,10
GREEDY,15936,7,1,1,9
GREEDY,14661,7,2,2,11
GREEDY,28427,11,0,1,12
GREEDY,16781,9,1,2,12
GREEDY,23586,9,1,1,11
GREEDY,12888,7,0,3,10
GREEDY,27804,9,1,2,12
DEFAULT,59970,5,0,1,6
STATION_GUY,53587,7,0,1,8
STATION_GUY,37534,6,0,0,6
DEFAULT,25411,7,0,0,7
DEFAULT,50499,5,1,1,7
GREEDY,14923,12,1,1,14
GREEDY,32700,9,1,1,11
GREEDY,23752,8,0,1,9
GREEDY,25284,11,0,1,12
GREEDY,33420,8,0,1,9
UTILITY_GUY,65817,4,0,0,4
DEFAULT,27160,6,1,1,8
DEFAULT,16357,7,0,1,8
GREEDY,18376,7,0,1,8
GREEDY,26923,9,0,2,11
GREEDY,51245,8,0,1,9
DEFAULT,37267,10,0,1,11
GREEDY,36049,8,0,1,9
DEFAULT,51534,8,0,1,9
GREEDY,21703,7,1,1,9
STATION_GUY,40628,9,0,2,11
GREEDY,26256,8,1,2,11
STATION_GUY,34641,6,0,2,8
DEFAULT,85999,7,0,0,7
GREEDY,25154,11,1,1,13
STATION_GUY,18252,6,0,1,7
GREEDY,34888,9,0,1,10
GREEDY,22493,9,1,1,11
GREEDY,27358,7,1,0,8
GREEDY,18922,9,1,0,10
STATION_GUY,29563,6,0,1,7
GREEDY,61661,12,0,1,13
DEFAULT,97300,8,0,0,8
UTILITY_GUY,83891,4,1,0,5
UTILITY_GUY,41847,4,1,0,5
UTILITY_GUY,63960,7,0,1,8
GREEDY,20017,6,0,2,8
DEFAULT,38417,7,0,0,7
GREEDY,24130,8,2,1,11
GREEDY,30549,8,1,2,11
GREEDY,49917,7,1,4,12
GREEDY,29061,9,1,0,10
GREEDY,20783,10,0,1,11
GREEDY,19254,10,0,1,11
GREEDY,15775,9,1,3,13
GREEDY,10691,10,1,0,11
DEFAULT,34857,4,0,3,7
UTILITY_GUY,24370,5,0,0,5
DEFAULT,68430,7,1,0,8
STATION_GUY,36108,8,0,3,11
GREEDY,33337,10,1,1,12
GREEDY,40994,7,0,0,7
GREEDY,17410,10,0,1,11
GREEDY,22765,10,0,2,12
STATION_GUY,41133,5,1,2,8
GREEDY,14579,7,0,2,9
GREEDY,18742,7,0,0,7
STATION_GUY,43249,6,0,1,7
GREEDY,28707,10,0,1,11
UTILITY_GUY,54299,4,1,0,5
GREEDY,25456,11,0,0,11
GREEDY,13986,7,0,0,7
GREEDY,24543,7,0,0,7
GREEDY,18845,4,1,0,5
GREEDY,18472,6,1,1,8
UTILITY_GUY,30189,4,1,1,6
GREEDY,16668,12,0,1,13
STATION_GUY,28153,4,0,2,6
DEFAULT,61804,6,0,0,6
GREEDY,20697,9,0,1,10
DEFAULT,53418,9,0,2,11
GREEDY,37190,11,0,1,12
DEFAULT,57087,6,1,0,7
STATION_GUY,37780,3,0,1,4
DEFAULT,41581,8,1,0,9
GREEDY,30120,13,0,0,13
GREEDY,34774,11,0,3,14
UTILITY_GUY,44608,6,0,1,7
DEFAULT,29674,6,0,1,7
GREEDY,23148,8,1,1,10
GREEDY,66208,10,1,1,12
GREEDY,33676,8,0,0,8
DEFAULT,32390,8,0,1,9
GREEDY,68049,10,0,2,12
STATION_GUY,66029,5,0,2,7
DEFAULT,37011,9,0,0,9
GREEDY,16349,9,1,2,12
GREEDY,59433,10,2,1,13
GREEDY,26023,6,0,1,7
GREEDY,38958,12,0,1,13
DEFAULT,84821,7,1,0,8
DEFAULT,48065,4,1,1,6
STATION_GUY,38127,6,0,0,6
STATION_GUY,24552,3,0,1,4
DEFAULT,74780,7,0,1,8
GREEDY,16232,7,0,1,8
UTILITY_GUY,41608,5,0,0,5
GREEDY,13773,7,1,0,8
GREEDY,20634,10,1,0,11
STATION_GUY,34321,4,0,1,5
UTILITY_GUY,44248,3,1,2,6
GREEDY,19469,9,0,0,9
GREEDY,25085,11,0,1,12
GREEDY,37738,10,1,1,12
STATION_GUY,30179,5,1,1,7
STATION_GUY,24366,3,0,0,3
GREEDY,21832,7,0,3,10
GREEDY,23822,12,0,2,14
GREEDY,16279,11,0,1,12
STINGY,78792,6,0,0,6
DEFAULT,21198,4,0,1,5
GREEDY,16478,8,0,1,9
DEFAULT,38561,7,0,0,7
GREEDY,13400,9,0,4,13
GREEDY,36999,7,0,1,8
GREEDY,19202,7,0,2,9
GREEDY,65695,7,0,4,11
GREEDY,51120,10,0,3,13
GREEDY,47873,12,1,0,13
GREEDY,52554,8,0,2,10
GREEDY,16037,8,0,2,10
DEFAULT,56578,7,1,0,8
UTILITY_GUY,14728,3,1,4,8
GREEDY,21646,9,1,1,11
STATION_GUY,63470,8,0,0,8
STATION_GUY,41227,5,0,1,6
GREEDY,46717,10,0,2,12
UTILITY_GUY,24615,5,1,0,6
GREEDY,13856,9,1,0,10
GREEDY,64670,7,1,2,10
STATION_GUY,62185,5,0,3,8
GREEDY,19457,5,2,0,7
DEFAULT,71599,9,0,1,10
STATION_GUY,32794,5,0,1,6
GREEDY,14138,9,0,1,10
GREEDY,20913,8,0,1,9
GREEDY,41262,7,0,0,7
DEFAULT,46286,5,1,0,6
DEFAULT,43426,9,0,0,9
GREEDY,20740,7,0,0,7
UTILITY_GUY,92454,6,0,1,7
GREEDY,29265,5,1,0,6
GREEDY,19180,10,1,0,11
GREEDY,25623,8,1,2,11
GREEDY,58493,5,0,2,7
GREEDY,11633,6,1,1,8
STATION_GUY,34089,7,0,1,8
GREEDY,34611,8,0,1,9
DEFAULT,34858,8,0,0,8
GREEDY,31455,7,0,0,7
GREEDY,25015,8,0,1,9
UTILITY_GUY,40822,7,0,0,7
GREEDY,58476,10,0,1,11
DEFAULT,76831,6,0,0,6
GREEDY,14401,8,2,1,11
GREEDY,36158,10,0,1,11
STATION_GUY,23989,4,1,0,5
GREEDY,17137,7,0,0,7
DEFAULT,89554,8,0,0,8
GREEDY,8233,6,2,2,10
DEFAULT,38734,7,0,0,7
UTILITY_GUY,48894,6,0,1,7
GREEDY,16159,12,0,2,14
STATION_GUY,17198,5,0,4,9
GREEDY,20645,9,1,1,11
STATION_GUY,93948,8,1,2,11
DEFAULT,21319,6,1,0,7
DEFAULT,81012,7,0,1,8
GREEDY,15836,11,0,0,11
GREEDY,20707,9,0,2,11
DEFAULT,68320,7,0,0,7
GREEDY,20438,5,1,1,7
GREEDY,23554,11,1,0,12
GREEDY,17295,9,1,2,12
GREEDY,18653,6,1,2,9
DEFAULT,51600,6,0,0,6
STATION_GUY,38664,2,0,1,3
GREEDY,18594,8,1,0,9
DEFAULT,44810,7,0,0,7
GREEDY,24752,7,1,1,9
GREEDY,19563,9,1,0,10
DEFAULT,40879,6,0,1,7
DEFAULT,56875,6,0,2,8
GREEDY,40465,8,0,3,11
GREEDY,17992,9,0,0,9
DEFAULT,91453,6,1,1,8
UTILITY_GUY,24802,6,2,1,9
GREEDY,10250,9,1,1,11
GREEDY,26954,5,0,1,6
UTILITY_GUY,75977,9,1,0,10
GREEDY,19237,11,1,2,14
GREEDY,12173,8,0,3,11
DEFAULT,18743,7,1,0,8
GREEDY,28437,7,0,1,8
GREEDY,18228,9,1,1,11
STATION_GUY,32864,5,0,1,6
GREEDY,19623,7,0,1,8
DEFAULT,45448,7,0,1,8
GREEDY,22326,9,0,1,10
GREEDY,19739,7,0,0,7
GREEDY,24089,8,0,2,10
GREEDY,32187,9,1,1,11
GREEDY,27132,9,2,2,13
GREEDY,56815,10,0,1,11
GREEDY,14663,11,0,1,12
DEFAULT,53440,7,2,1,10
STATION_GUY,22836,4,0,0,4
STATION_GUY,74078,6,0,1,7
GREEDY,23225,10,1,1,12
DEFAULT,41053,5,1,1,7
GREEDY,18697,8,0,1,9
STATION_GUY,42954,3,0,2,5
GREEDY,17351,9,0,1,10
DEFAULT,26730,5,0,3,8
GREEDY,14485,7,1,2,10
GREEDY,70804,8,1,1,10
GREEDY,21367,11,0,0,11
GREEDY,18463,7,2,2,11
UTILITY_GUY,76828,4,2,0,6
GREEDY,20448,9,1,4,14
UTILITY_GUY,47898,4,0,0,4
GREEDY,21651,9,0,1,10
GREEDY,17410,11,1,2,14
DEFAULT,52930,7,1,0,8
GREEDY,55822,11,0,1,12
DEFAULT,59262,7,1,0,8
GREEDY,17894,8,1,0,9
UTILITY_GUY,36058,4,0,0,4
STATION_GUY,8210,6,0,1,7
DEFAULT,40306,7,1,1,9
GREEDY,22128,5,0,0,5
GREEDY,25806,7,0,1,8
DEFAULT,57794,7,1,1,9
UTILITY_GUY,16292,9,1,0,10
UTILITY_GUY,48207,8,2,0,10
STATION_GUY,55218,6,0,2,8
GREEDY,21319,8,2,1,11
DEFAULT,43870,11,0,1,12
GREEDY,80947,8,0,1,9
DEFAULT,54978,8,1,0,9
GREEDY,16706,8,1,3,12
DEFAULT,47941,4,0,1,5
GREEDY,41795,9,1,2,12
GREEDY,35821,7,0,0,7
GREEDY,21354,8,1,3,12
GREEDY,14769,9,0,1,10
GREEDY,77864,6,0,3,9
GREEDY,20852,7,0,1,8
GREEDY,90943,8,0,0,8
STATION_GUY,40959,7,0,1,8
STATION_GUY,57462,3,0,1,4
DEFAULT,28297,6,0,1,7
GREEDY,16333,5,1,1,7
STATION_GUY,30969,5,0,2,7
GREEDY,16176,9,0,2,11
GREEDY,23213,8,0,1,9
DEFAULT,18773,11,0,0,11
GREEDY,23497,11,0,1,12
GREEDY,14464,9,0,2,11
GREEDY,88762,7,0,2,9
GREEDY,24186,9,0,0,9
GREEDY,17636,8,1,1,10
DEFAULT,41805,7,0,1,8
STATION_GUY,53112,5,1,1,7
DEFAULT,35926,6,0,0,6
GREEDY,20059,8,0,2,10
GREEDY,37835,9,0,1,10
GREEDY,21692,8,0,2,10
DEFAULT,19270,6,2,0,8
GREEDY,20854,10,0,1,11
GREEDY,25328,9,0,1,10
GREEDY,14294,7,0,1,8
DEFAULT,60984,8,0,1,9
STATION_GUY,73303,6,0,0,6
GREEDY,26660,6,2,1,9
GREEDY,16863,5,1,2,8
STATION_GUY,37064,7,0,0,7
UTILITY_GUY,38055,8,1,0,9
DEFAULT,20592,4,0,0,4
DEFAULT,33041,7,0,0,7
GREEDY,33894,10,1,1,12
STATION_GUY,31402,4,0,2,6
GREEDY,27394,9,0,1,10
GREEDY,20926,9,0,0,9
UTILITY_GUY,14280,7,0,0,7
UTILITY_GUY,96753,5,1,1,7
GREEDY,39754,11,0,0,11
GREEDY,14831,8,0,1,9
GREEDY,33819,8,0,2,10
GREEDY,60805,9,0,0,9
UTILITY_GUY,43260,8,0,0,8
UTILITY_GUY,95062,7,1,0,8
STATION_GUY,17132,7,0,1,8
UTILITY_GUY,25143,3,1,1,5
STINGY,91133,2,0,0,2
GREEDY,31104,6,0,2,8
UTILITY_GUY,34102,6,1,0,7
GREEDY,37178,7,0,0,7
GREEDY,27944,7,1,1,9
DEFAULT,54321,5,0,0,5
STATION_GUY,18288,7,1,2,10
STATION_GUY,93216,6,0,1,7
GREEDY,22985,8,0,0,8
GREEDY,18084,10,0,0,10
UTILITY_GUY,36180,8,0,1,9
GREEDY,46905,8,1,0,9
GREEDY,65166,7,0,1,8
GREEDY,31140,6,0,1,7
DEFAULT,42685,4,0,1,5
GREEDY,14663,8,1,0,9
GREEDY,19789,7,1,1,9
GREEDY,18942,9,0,0,9
GREEDY,18713,7,0,2,9
GREEDY,55623,6,0,1,7
GREEDY,22869,11,1,2,14
