strategy,money,countries,utilities,stations,totalLandsOwned
DEFAULT,426,7,0,3,10
DEFAULT,4656,9,2,1,12
DEFAULT,6082,12,0,2,14
,,,,
DEFAULT,18193,13,0,1,14
DEFAULT,27691,14,2,2,18
DEFAULT,11776,12,1,2,15
DEFAULT,16389,12,1,2,15
DEFAULT,1324,3,0,4,7
DEFAULT,724,6,0,4,10
DEFAULT,31110,11,0,3,14
DEFAULT,1050,11,2,2,15
DEFAULT,917,10,0,3,13
DEFAULT,53681,13,0,3,16
,,,,
DEFAULT,11079,15,2,2,19
,,,,
DEFAULT,1156,4,1,0,5
DEFAULT,831,6,1,1,8
DEFAULT,33115,11,0,3,14
DEFAULT,10646,10,0,2,12
DEFAULT,193,10,0,1,11
DEFAULT,11879,9,0,1,10
DEFAULT,1338,6,2,2,10
DEFAULT,12907,16,1,2,19
DEFAULT,626,7,2,2,11
,,,,
,,,,
DEFAULT,733,9,0,1,10
DEFAULT,12827,11,0,3,14
DEFAULT,6037,8,0,3,11
DEFAULT,10195,12,2,2,16
DEFAULT,487,7,1,2,10
DEFAULT,13183,12,1,4,17
DEFAULT,18457,12,0,3,15
DEFAULT,4989,10,1,1,12
DEFAULT,10845,13,0,1,14
,,,,
DEFAULT,335,11,2,1,14
DEFAULT,1366,1,0,4,5
DEFAULT,5732,12,2,4,18
DEFAULT,8229,10,1,2,13
DEFAULT,2555,7,1,1,9
DEFAULT,22129,14,1,3,18
DEFAULT,6083,13,0,2,15
DEFAULT,20700,11,1,1,13
,,,,
,,,,
DEFAULT,18447,14,0,1,15
DEFAULT,12686,12,1,2,15
,,,,
DEFAULT,5027,13,1,2,16
DEFAULT,1238,6,1,1,8
DEFAULT,4629,9,1,4,14
DEFAULT,821,6,1,1,8
DEFAULT,726,7,0,0,7
DEFAULT,2337,10,0,4,14
DEFAULT,584,5,0,2,7
DEFAULT,25274,13,1,3,17
,,,,
DEFAULT,12799,14,0,1,15
DEFAULT,707,5,0,2,7
DEFAULT,1471,8,0,4,12
DEFAULT,1559,3,0,1,4
DEFAULT,21435,12,2,3,17
DEFAULT,38118,12,1,1,14
DEFAULT,250,7,0,1,8
DEFAULT,32711,12,1,3,16
DEFAULT,1690,5,0,1,6
DEFAULT,1113,8,0,4,12
DEFAULT,11060,8,1,0,9
DEFAULT,478,10,0,2,12
DEFAULT,863,7,0,2,9
,,,,
DEFAULT,681,8,1,0,9
DEFAULT,656,6,1,0,7
,,,,
DEFAULT,12626,15,0,3,18
,,,,
DEFAULT,760,6,1,2,9
DEFAULT,292,9,1,1,11
DEFAULT,5203,11,2,2,15
DEFAULT,10870,15,1,1,17
,,,,
DEFAULT,16361,13,2,2,17
DEFAULT,799,10,0,2,12
,,,,
DEFAULT,1657,12,1,2,15
DEFAULT,16154,9,0,2,11
DEFAULT,10572,13,1,3,17
,,,,
DEFAULT,6100,13,2,3,18
DEFAULT,14309,15,0,3,18
DEFAULT,346,9,1,1,11
DEFAULT,2535,7,0,3,10
DEFAULT,62,10,1,0,11
,,,,
DEFAULT,11491,12,1,2,15
DEFAULT,49399,11,1,2,14
DEFAULT,5107,12,1,1,14
DEFAULT,19655,12,1,1,14
DEFAULT,53284,13,0,2,15
DEFAULT,38890,15,2,1,18
DEFAULT,757,4,0,2,6
DEFAULT,10695,16,0,0,16
DEFAULT,30036,10,2,2,14
DEFAULT,19630,17,1,0,18
,,,,
DEFAULT,24165,10,1,2,13
DEFAULT,3890,13,0,2,15
DEFAULT,25755,12,1,0,13
DEFAULT,40094,16,1,2,19
DEFAULT,179,7,1,0,8
DEFAULT,1518,4,2,0,6
DEFAULT,418,6,1,4,11
DEFAULT,3667,10,1,3,14
DEFAULT,13136,14,2,2,18
DEFAULT,8047,11,2,2,15
DEFAULT,3152,11,2,1,14
DEFAULT,6163,11,0,2,13
,,,,
DEFAULT,598,4,1,0,5
,,,,
DEFAULT,622,8,1,1,10
DEFAULT,126,11,0,0,11
DEFAULT,25843,10,1,1,12
DEFAULT,13338,12,1,3,16
DEFAULT,21829,11,0,1,12
DEFAULT,49915,11,1,2,14
DEFAULT,47202,12,0,2,14
DEFAULT,836,4,0,3,7
DEFAULT,8043,14,0,3,17
DEFAULT,17964,12,1,2,15
,,,,
DEFAULT,27049,11,0,0,11
,,,,
DEFAULT,5250,13,0,4,17
DEFAULT,12071,14,1,0,15
DEFAULT,1258,7,0,4,11
DEFAULT,33386,13,0,1,14
DEFAULT,22329,13,1,2,16
DEFAULT,1754,8,2,4,14
DEFAULT,2719,12,1,4,17
DEFAULT,15985,16,1,3,20
DEFAULT,11000,14,0,1,15
DEFAULT,7276,13,1,2,16
DEFAULT,10980,10,1,2,13
DEFAULT,1126,4,1,3,8
DEFAULT,381,5,2,4,11
DEFAULT,783,8,2,3,13
,,,,
DEFAULT,966,3,1,1,5
DEFAULT,56022,13,1,2,16
,,,,
DEFAULT,15401,12,1,2,15
DEFAULT,3045,9,1,4,14
DEFAULT,1230,4,0,0,4
DEFAULT,18051,12,0,3,15
DEFAULT,1394,7,2,3,12
DEFAULT,993,4,1,3,8
DEFAULT,13825,11,1,2,14
DEFAULT,5426,10,1,3,14
DEFAULT,11553,11,2,2,15
DEFAULT,5856,14,2,2,18
DEFAULT,1129,4,1,2,7
DEFAULT,7640,10,2,4,16
DEFAULT,1822,8,1,2,11
,,,,
DEFAULT,25868,12,2,2,16
DEFAULT,23697,11,1,2,14
DEFAULT,2676,4,0,4,8
DEFAULT,3330,13,0,2,15
DEFAULT,270,9,1,0,10
DEFAULT,1214,7,0,3,10
DEFAULT,34055,11,2,2,15
DEFAULT,16783,10,1,2,13
DEFAULT,998,9,2,2,13
DEFAULT,6069,10,1,4,15
,,,,
DEFAULT,42760,11,1,1,13
DEFAULT,45153,12,2,0,14
DEFAULT,1165,11,1,2,14
DEFAULT,11681,10,2,4,16
DEFAULT,1511,7,2,3,12
DEFAULT,925,2,0,1,3
DEFAULT,868,6,1,2,9
DEFAULT,724,9,1,4,14
DEFAULT,9867,13,1,1,15
,,,,
,,,,
DEFAULT,769,7,0,0,7
DEFAULT,10450,9,1,1,11
DEFAULT,27523,12,1,2,15
DEFAULT,29482,13,1,1,15
DEFAULT,29827,8,1,1,10
DEFAULT,25436,11,0,2,13
DEFAULT,800,7,2,3,12
,,,,
DEFAULT,5008,8,1,1,10
,,,,
DEFAULT,28261,9,1,1,11
DEFAULT,4956,12,1,2,15
DEFAULT,17913,11,2,1,14
DEFAULT,858,6,1,3,10
DEFAULT,17750,11,1,0,12
DEFAULT,28611,14,1,2,17
,,,,
DEFAULT,14743,12,2,2,16
,,,,
DEFAULT,9113,11,1,3,15
DEFAULT,1202,5,0,1,6
DEFAULT,9049,11,2,2,15
DEFAULT,51045,12,1,1,14
DEFAULT,32501,13,0,1,14
,,,,
DEFAULT,12381,12,1,2,15
DEFAULT,710,3,1,0,4
,,,,
DEFAULT,1169,9,1,3,13
DEFAULT,16808,15,0,1,16
DEFAULT,270,6,0,3,9
DEFAULT,3629,12,0,2,14
DEFAULT,698,5,1,3,9
DEFAULT,28204,11,1,1,13
DEFAULT,42376,10,2,1,13
,,,,
DEFAULT,7637,13,0,4,17
DEFAULT,1004,4,0,2,6
DEFAULT,18156,14,1,3,18
DEFAULT,908,5,1,1,7
DEFAULT,12282,12,1,2,15
DEFAULT,1803,11,1,2,14
DEFAULT,4129,10,2,4,16
DEFAULT,46672,10,1,2,13
DEFAULT,570,8,1,2,11
DEFAULT,9533,11,1,2,14
DEFAULT,1527,11,1,4,16
DEFAULT,6927,12,2,3,17
DEFAULT,128,6,0,1,7
DEFAULT,6247,11,1,4,16
DEFAULT,5616,9,1,4,14
DEFAULT,1215,4,1,4,9
DEFAULT,21081,9,0,3,12
,,,,
DEFAULT,319,4,1,1,6
DEFAULT,793,5,0,1,6
DEFAULT,669,6,1,4,11
,,,,
DEFAULT,480,5,0,1,6
DEFAULT,1204,6,0,3,9
DEFAULT,23431,14,1,1,16
DEFAULT,25104,10,1,3,14
DEFAULT,1588,5,2,1,8
,,,,
DEFAULT,15076,14,1,3,18
DEFAULT,15579,14,0,2,16
DEFAULT,1721,6,2,0,8
DEFAULT,12963,13,2,2,17
DEFAULT,11090,11,2,1,14
DEFAULT,84,8,0,2,10
DEFAULT,363,5,0,0,5
DEFAULT,3994,10,0,4,14
DEFAULT,15569,8,2,2,12
DEFAULT,1264,10,1,1,12
DEFAULT,10554,17,1,3,21
DEFAULT,14682,11,0,2,13
DEFAULT,1273,2,0,3,5
DEFAULT,3953,8,0,4,12
,,,,
DEFAULT,585,11,1,2,14
DEFAULT,28367,10,0,3,13
DEFAULT,12399,13,1,3,17
DEFAULT,3479,11,1,2,14
DEFAULT,419,6,0,2,8
,,,,
DEFAULT,17576,13,0,3,16
,,,,
DEFAULT,548,4,0,2,6
DEFAULT,2960,11,1,2,14
DEFAULT,951,4,1,2,7
DEFAULT,8414,13,0,4,17
DEFAULT,12030,15,1,3,19
DEFAULT,1243,5,1,1,7
DEFAULT,1023,9,1,3,13
DEFAULT,704,4,1,3,8
DEFAULT,2196,9,0,3,12
DEFAULT,239,10,0,1,11
DEFAULT,22360,13,0,2,15
DEFAULT,1427,6,0,2,8
DEFAULT,10201,14,1,3,18
DEFAULT,5244,11,1,3,15
DEFAULT,245,8,0,0,8
DEFAULT,8303,13,1,2,16
DEFAULT,546,11,0,3,14
DEFAULT,701,7,1,1,9
,,,,
DEFAULT,16934,13,2,1,16
DEFAULT,4205,12,0,1,13
DEFAULT,784,5,2,1,8
,,,,
DEFAULT,21699,13,0,3,16
DEFAULT,7480,14,0,1,15
DEFAULT,6418,10,0,2,12
DEFAULT,11799,13,0,1,14
,,,,
DEFAULT,25835,12,0,3,15
DEFAULT,648,9,2,0,11
DEFAULT,211,10,1,2,13
DEFAULT,78986,10,1,1,12
DEFAULT,5799,12,1,3,16
DEFAULT,9680,10,0,2,12
DEFAULT,21749,10,2,1,13
DEFAULT,2056,9,1,2,12
,,,,
,,,,
DEFAULT,13378,14,2,3,19
DEFAULT,15810,10,1,2,13
DEFAULT,12883,11,2,3,16
DEFAULT,1090,5,1,2,8
DEFAULT,1909,11,2,1,14
DEFAULT,21486,13,1,2,16
DEFAULT,465,4,1,1,6
DEFAULT,20846,12,1,0,13
DEFAULT,10757,11,0,1,12
DEFAULT,21038,15,0,1,16
DEFAULT,1528,10,1,1,12
DEFAULT,8194,11,1,3,15
DEFAULT,4824,10,1,4,15
DEFAULT,9843,10,1,3,14
DEFAULT,18585,12,1,0,13
DEFAULT,86,11,0,1,12
DEFAULT,24557,12,0,3,15
DEFAULT,1846,5,1,3,9
DEFAULT,1340,5,0,2,7
DEFAULT,8502,13,0,2,15
,,,,
DEFAULT,20571,11,1,2,14
DEFAULT,985,7,0,3,10
DEFAULT,1213,6,2,2,10
DEFAULT,4918,14,1,2,17
DEFAULT,126,7,1,2,10
DEFAULT,1013,8,0,3,11
DEFAULT,284,7,1,1,9
DEFAULT,18807,11,0,1,12
DEFAULT,10374,10,0,2,12
DEFAULT,23187,13,2,2,17
,,,,
DEFAULT,5722,12,1,2,15
DEFAULT,404,7,1,2,10
DEFAULT,589,6,0,2,8
DEFAULT,17096,12,0,2,14
DEFAULT,9367,13,0,2,15
,,,,
DEFAULT,6671,12,0,3,15
DEFAULT,1020,5,1,2,8
DEFAULT,28203,14,1,1,16
DEFAULT,14276,17,1,1,19
DEFAULT,8645,13,0,3,16
DEFAULT,23170,11,2,2,15
DEFAULT,91772,10,0,1,11
,,,,
DEFAULT,556,2,1,1,4
DEFAULT,676,5,0,3,8
DEFAULT,844,5,1,1,7
DEFAULT,11066,11,2,2,15
DEFAULT,402,12,1,2,15
DEFAULT,2436,9,0,4,13
DEFAULT,23993,9,1,2,12
,,,,
DEFAULT,13256,14,0,3,17
DEFAULT,15952,14,1,2,17
DEFAULT,6423,10,1,3,14
DEFAULT,492,11,0,1,12
DEFAULT,15405,12,1,1,14
DEFAULT,8095,11,1,3,15
DEFAULT,31036,11,2,2,15
DEFAULT,12751,12,2,2,16
DEFAULT,292,5,0,1,6
DEFAULT,1213,11,2,2,15
DEFAULT,7909,11,1,2,14
,,,,
DEFAULT,4902,14,1,3,18
DEFAULT,14804,13,2,2,17
DEFAULT,28861,14,0,2,16
DEFAULT,32318,9,1,1,11
,,,,
DEFAULT,18767,14,1,1,16
DEFAULT,21761,14,1,1,16
,,,,
DEFAULT,482,9,0,2,11
DEFAULT,307,8,0,0,8
DEFAULT,220,6,2,0,8
DEFAULT,4858,9,2,2,13
DEFAULT,17477,13,0,2,15
DEFAULT,17667,9,0,2,11
DEFAULT,321,10,1,3,14
DEFAULT,1052,5,1,1,7
,,,,
DEFAULT,310,5,1,2,8
DEFAULT,73373,12,1,2,15
DEFAULT,935,6,1,2,9
DEFAULT,15179,9,2,3,14
DEFAULT,2221,7,0,2,9
,,,,
DEFAULT,59003,10,0,2,12
DEFAULT,844,5,1,1,7
DEFAULT,1532,3,1,1,5
,,,,
DEFAULT,7504,13,1,3,17
DEFAULT,1151,5,1,2,8
,,,,
DEFAULT,21271,12,1,2,15
DEFAULT,5144,12,1,4,17
DEFAULT,10038,11,1,2,14
DEFAULT,740,4,0,0,4
DEFAULT,696,3,1,3,7
DEFAULT,9700,14,0,1,15
DEFAULT,211,6,0,3,9
DEFAULT,1465,8,0,4,12
DEFAULT,901,7,0,3,10
DEFAULT,25046,13,2,1,16
DEFAULT,1784,8,1,4,13
DEFAULT,1165,3,1,0,4
DEFAULT,432,8,1,0,9
DEFAULT,8642,15,2,1,18
DEFAULT,1284,6,2,3,11
DEFAULT,11612,14,1,2,17
,,,,
,,,,
,,,,
DEFAULT,884,5,0,0,5
DEFAULT,1511,5,0,1,6
DEFAULT,26160,12,0,2,14
DEFAULT,11764,16,1,2,19
DEFAULT,1118,6,0,2,8
DEFAULT,4778,8,1,4,13
DEFAULT,771,7,1,2,10
DEFAULT,950,14,1,1,16
DEFAULT,548,9,1,3,13
DEFAULT,8520,12,0,4,16
DEFAULT,10334,10,1,3,14
DEFAULT,1062,4,0,4,8
DEFAULT,9224,12,1,3,16
,,,,
DEFAULT,260,6,1,1,8
DEFAULT,12668,12,2,1,15
DEFAULT,777,9,1,2,12
DEFAULT,8716,14,1,2,17
DEFAULT,1476,6,1,4,11
DEFAULT,1081,5,1,1,7
DEFAULT,712,2,1,2,5
DEFAULT,202,5,0,3,8
DEFAULT,379,11,0,1,12
DEFAULT,3677,9,2,4,15
DEFAULT,604,8,2,0,10
DEFAULT,28556,13,0,1,14
DEFAULT,638,9,1,0,10
DEFAULT,22252,9,0,2,11
DEFAULT,16506,9,1,1,11
DEFAULT,252,10,0,0,10
DEFAULT,1015,11,2,3,16
DEFAULT,316,7,1,0,8
DEFAULT,2633,8,1,2,11
DEFAULT,2307,9,1,4,14
DEFAULT,1739,8,2,3,13
,,,,
DEFAULT,8751,12,1,2,15
DEFAULT,1184,6,0,2,8
DEFAULT,1757,8,0,4,12
DEFAULT,17482,14,2,2,18
DEFAULT,14329,15,0,1,16
DEFAULT,1176,5,0,0,5
DEFAULT,16636,15,2,2,19
DEFAULT,1673,9,2,3,14
DEFAULT,13890,14,1,2,17
DEFAULT,481,6,1,3,10
DEFAULT,9131,14,1,2,17
DEFAULT,10703,12,1,1,14
DEFAULT,38167,13,0,1,14
DEFAULT,7082,16,1,3,20
DEFAULT,2201,8,0,4,12
,,,,
,,,,
DEFAULT,14767,12,0,1,13
,,,,
DEFAULT,547,9,1,3,13
DEFAULT,2901,7,1,2,10
DEFAULT,6491,13,0,3,16
DEFAULT,898,7,1,1,9
DEFAULT,3870,13,1,3,17
DEFAULT,8241,12,1,3,16
DEFAULT,582,5,1,1,7
DEFAULT,6873,15,1,3,19
DEFAULT,18738,12,1,1,14
DEFAULT,1751,10,1,3,14
DEFAULT,412,4,1,2,7
DEFAULT,2489,13,2,3,18
DEFAULT,875,9,2,3,14
DEFAULT,27222,13,1,3,17
DEFAULT,35571,11,2,2,15
DEFAULT,7410,12,2,3,17
DEFAULT,16149,10,1,1,12
DEFAULT,1058,8,2,1,11
DEFAULT,2740,9,2,1,12
DEFAULT,544,3,2,2,7
DEFAULT,11857,13,1,1,15
DEFAULT,4562,11,2,1,14
DEFAULT,16037,14,0,2,16
DEFAULT,709,7,1,0,8
DEFAULT,31883,13,1,2,16
DEFAULT,734,6,0,0,6
DEFAULT,460,7,1,2,10
DEFAULT,1021,6,1,4,11
DEFAULT,13375,10,2,2,14
DEFAULT,780,4,0,2,6
DEFAULT,14405,11,2,3,16
DEFAULT,1319,5,0,4,9
DEFAULT,27225,11,1,3,15
DEFAULT,13252,11,1,3,15
DEFAULT,15823,13,2,1,16
DEFAULT,5157,13,0,1,14
DEFAULT,3430,13,2,2,17
DEFAULT,759,10,0,1,11
DEFAULT,9645,16,2,2,20
DEFAULT,1797,10,1,3,14
DEFAULT,15458,13,0,2,15
DEFAULT,277,8,1,1,10
DEFAULT,49169,9,1,2,12
DEFAULT,19496,12,1,1,14
DEFAULT,840,4,0,3,7
DEFAULT,5428,13,1,2,16
DEFAULT,15013,15,2,2,19
DEFAULT,11008,10,2,1,13
DEFAULT,1021,5,0,1,6
DEFAULT,14537,14,2,2,18
DEFAULT,7119,13,2,3,18
DEFAULT,76040,13,2,1,16
DEFAULT,642,4,0,4,8
DEFAULT,561,6,1,2,9
,,,,
DEFAULT,1081,6,1,1,8
DEFAULT,13349,13,1,1,15
DEFAULT,6794,12,1,1,14
DEFAULT,16705,12,2,1,15
DEFAULT,2059,13,0,2,15
DEFAULT,28967,11,1,2,14
,,,,
DEFAULT,31814,12,1,2,15
DEFAULT,488,8,0,0,8
DEFAULT,20122,12,2,2,16
DEFAULT,2699,14,0,2,16
DEFAULT,3585,13,1,2,16
,,,,
DEFAULT,8250,12,1,3,16
DEFAULT,1107,7,2,3,12
,,,,
DEFAULT,34914,14,2,2,18
DEFAULT,5984,12,0,3,15
DEFAULT,24454,12,0,2,14
DEFAULT,4420,11,2,2,15
DEFAULT,587,8,0,2,10
DEFAULT,8663,13,1,0,14
DEFAULT,2113,12,0,1,13
DEFAULT,3880,11,1,2,14
DEFAULT,765,9,1,2,12
DEFAULT,11166,15,1,3,19
,,,,
DEFAULT,864,9,1,2,12
DEFAULT,715,7,1,1,9
DEFAULT,14046,13,1,3,17
,,,,
DEFAULT,64281,9,0,1,10
,,,,
DEFAULT,36980,10,1,2,13
,,,,
,,,,
DEFAULT,6223,12,2,2,16
,,,,
DEFAULT,1174,5,0,1,6
DEFAULT,21182,10,2,1,13
DEFAULT,12470,13,2,1,16
DEFAULT,5284,13,1,1,15
DEFAULT,11575,13,2,2,17
DEFAULT,638,7,0,1,8
DEFAULT,6958,9,2,4,15
DEFAULT,23402,15,1,2,18
DEFAULT,7386,12,1,4,17
DEFAULT,1067,6,0,2,8
DEFAULT,633,7,1,1,9
,,,,
DEFAULT,836,7,1,0,8
DEFAULT,12080,11,2,3,16
DEFAULT,15047,16,1,2,19
DEFAULT,54488,11,1,1,13
DEFAULT,31986,14,2,0,16
DEFAULT,1160,5,1,4,10
DEFAULT,1400,2,1,2,5
DEFAULT,23616,13,2,3,18
DEFAULT,14937,8,1,2,11
DEFAULT,17168,15,2,3,20
DEFAULT,1039,9,1,2,12
DEFAULT,9105,10,0,3,13
DEFAULT,200,8,1,1,10
DEFAULT,3099,11,0,2,13
DEFAULT,8101,7,0,1,8
,,,,
DEFAULT,946,6,0,4,10
DEFAULT,839,4,0,2,6
DEFAULT,1307,12,0,4,16
DEFAULT,8145,10,0,1,11
DEFAULT,21646,12,0,1,13
DEFAULT,632,11,0,3,14
DEFAULT,875,5,1,3,9
DEFAULT,15258,12,2,3,17
DEFAULT,1362,2,1,2,5
DEFAULT,903,8,0,2,10
DEFAULT,63,9,1,3,13
DEFAULT,505,5,0,2,7
,,,,
DEFAULT,1950,9,1,1,11
DEFAULT,14482,10,2,1,13
,,,,
DEFAULT,3789,10,1,1,12
DEFAULT,25909,13,2,2,17
DEFAULT,18330,15,1,4,20
,,,,
DEFAULT,335,5,1,2,8
DEFAULT,6498,11,1,3,15
DEFAULT,5459,12,1,1,14
DEFAULT,18275,10,1,3,14
DEFAULT,1097,7,0,2,9
DEFAULT,1184,2,0,1,3
DEFAULT,18894,14,1,2,17
DEFAULT,220,7,0,0,7
DEFAULT,790,6,0,0,6
DEFAULT,10960,15,0,2,17
DEFAULT,10808,11,2,3,16
DEFAULT,1236,6,0,1,7
DEFAULT,2190,8,1,2,11
DEFAULT,1114,2,0,1,3
DEFAULT,863,8,1,3,12
DEFAULT,736,4,0,3,7
DEFAULT,4563,12,1,3,16
DEFAULT,645,7,0,0,7
DEFAULT,1214,11,2,3,16
DEFAULT,5800,11,2,3,16
DEFAULT,354,5,1,1,7
,,,,
DEFAULT,5282,12,2,3,17
DEFAULT,16598,12,0,3,15
DEFAULT,8567,14,1,2,17
DEFAULT,10572,8,0,2,10
DEFAULT,4566,10,1,1,12
DEFAULT,1062,12,1,3,16
DEFAULT,6466,14,1,1,16
DEFAULT,846,9,1,4,14
,,,,
,,,,
,,,,
DEFAULT,11985,14,1,2,17
,,,,
DEFAULT,4488,14,1,2,17
DEFAULT,3579,12,2,1,15
DEFAULT,4552,12,0,1,13
,,,,
DEFAULT,885,8,0,2,10
DEFAULT,35,7,0,0,7
DEFAULT,124,7,0,3,10
DEFAULT,5706,16,0,3,19
DEFAULT,1623,10,2,3,15
DEFAULT,24051,11,0,1,12
DEFAULT,3897,9,1,4,14
DEFAULT,22085,12,1,2,15
DEFAULT,25343,13,1,2,16
DEFAULT,11153,14,1,2,17
DEFAULT,18723,12,1,0,13
DEFAULT,645,8,2,2,12
DEFAULT,9263,9,1,3,13
DEFAULT,5943,13,0,2,15
DEFAULT,23938,12,2,2,16
,,,,
,,,,
DEFAULT,46410,11,1,1,13
DEFAULT,10143,13,0,2,15
,,,,
DEFAULT,22558,13,0,2,15
DEFAULT,10456,14,2,2,18
DEFAULT,1621,10,2,2,14
,,,,
,,,,
DEFAULT,43,7,0,1,8
DEFAULT,37813,10,2,1,13
,,,,
DEFAULT,325,12,1,3,16
DEFAULT,1164,9,0,1,10
DEFAULT,12773,12,2,3,17
DEFAULT,24709,15,0,2,17
DEFAULT,8101,15,1,1,17
DEFAULT,1176,5,2,3,10
DEFAULT,26252,11,1,3,15
DEFAULT,13514,11,1,3,15
DEFAULT,10211,12,1,2,15
DEFAULT,8789,10,2,3,15
DEFAULT,1698,8,1,3,12
DEFAULT,1424,9,1,3,13
DEFAULT,11200,13,0,1,14
DEFAULT,931,8,0,1,9
DEFAULT,1273,11,0,3,14
,,,,
DEFAULT,2147,12,1,3,16
DEFAULT,1171,3,0,0,3
DEFAULT,34973,8,1,2,11
DEFAULT,1150,6,1,1,8
DEFAULT,1511,9,2,3,14
DEFAULT,54525,12,1,3,16
DEFAULT,13306,8,0,3,11
DEFAULT,1897,11,1,4,16
DEFAULT,981,8,1,2,11
DEFAULT,9903,12,1,3,16
DEFAULT,834,5,1,2,8
DEFAULT,38853,13,1,3,17
DEFAULT,29487,13,1,0,14
DEFAULT,1144,10,2,3,15
DEFAULT,1285,10,0,2,12
DEFAULT,884,6,2,0,8
DEFAULT,983,3,1,0,4
DEFAULT,17879,12,1,2,15
DEFAULT,975,5,0,2,7
DEFAULT,16849,11,0,3,14
,,,,
DEFAULT,5387,9,0,1,10
DEFAULT,17361,11,1,4,16
DEFAULT,30441,11,1,3,15
DEFAULT,1273,13,1,1,15
DEFAULT,5620,9,1,2,12
,,,,
,,,,
DEFAULT,806,4,0,0,4
DEFAULT,9064,9,0,3,12
,,,,
DEFAULT,842,12,1,2,15
DEFAULT,700,6,0,0,6
DEFAULT,4946,13,0,4,17
DEFAULT,21315,12,0,2,14
DEFAULT,10593,13,0,3,16
DEFAULT,8364,8,2,2,12
DEFAULT,9597,13,1,2,16
DEFAULT,353,6,1,1,8
,,,,
,,,,
DEFAULT,21006,10,0,3,13
,,,,
DEFAULT,9285,14,1,3,18
DEFAULT,218,9,0,0,9
DEFAULT,1454,2,1,3,6
DEFAULT,2322,10,2,4,16
DEFAULT,26357,10,0,2,12
DEFAULT,407,5,1,1,7
DEFAULT,786,11,1,1,13
DEFAULT,2668,8,1,1,10
DEFAULT,7627,14,2,1,17
DEFAULT,544,4,2,1,7
DEFAULT,34281,14,1,3,18
DEFAULT,6228,10,2,3,15
,,,,
DEFAULT,701,10,1,2,13
DEFAULT,502,9,0,3,12
DEFAULT,9289,15,2,1,18
DEFAULT,13007,14,1,3,18
DEFAULT,19514,15,2,2,19
DEFAULT,9322,9,2,1,12
DEFAULT,12341,13,0,3,16
DEFAULT,152,8,0,2,10
DEFAULT,19899,10,1,2,13
DEFAULT,13500,9,1,3,13
DEFAULT,10779,12,1,1,14
DEFAULT,817,5,2,1,8
DEFAULT,14078,10,1,1,12
DEFAULT,572,4,0,2,6
DEFAULT,1090,6,1,0,7
DEFAULT,13487,11,1,1,13
DEFAULT,942,6,0,0,6
DEFAULT,5698,9,1,2,12
,,,,
DEFAULT,668,11,1,4,16
DEFAULT,24950,13,1,1,15
DEFAULT,11988,10,1,2,13
DEFAULT,19360,10,2,2,14
DEFAULT,32753,12,2,2,16
DEFAULT,15032,12,2,1,15
DEFAULT,41359,11,1,1,13
DEFAULT,10367,17,0,1,18
DEFAULT,4134,15,2,2,19
DEFAULT,905,10,1,3,14
DEFAULT,21289,12,0,0,12
DEFAULT,838,6,1,1,8
DEFAULT,7218,12,0,2,14
DEFAULT,1208,8,0,4,12
DEFAULT,11451,15,0,2,17
DEFAULT,1036,3,1,1,5
DEFAULT,1108,5,1,3,9
DEFAULT,1742,7,0,1,8
,,,,
DEFAULT,6345,14,1,3,18
DEFAULT,777,5,0,3,8
DEFAULT,1163,11,2,2,15
DEFAULT,2551,14,0,1,15
DEFAULT,1980,12,1,4,17
,,,,
DEFAULT,1334,7,2,3,12
DEFAULT,751,10,1,1,12
DEFAULT,9246,12,1,2,15
DEFAULT,875,3,2,3,8
DEFAULT,734,3,0,2,5
DEFAULT,11327,12,1,3,16
DEFAULT,964,5,2,1,8
,,,,
DEFAULT,976,8,1,1,10
DEFAULT,16036,11,1,3,15
DEFAULT,1700,13,1,4,18
DEFAULT,17055,10,2,1,13
DEFAULT,558,5,0,1,6
DEFAULT,8913,9,0,3,12
DEFAULT,7777,14,1,3,18
DEFAULT,434,9,0,1,10
DEFAULT,47291,13,1,3,17
DEFAULT,3669,10,2,2,14
DEFAULT,22467,14,2,2,18
DEFAULT,63281,12,0,2,14
DEFAULT,349,8,1,0,9
DEFAULT,30477,15,0,3,18
DEFAULT,9762,13,2,1,16
DEFAULT,587,9,0,0,9
DEFAULT,19879,12,1,1,14
DEFAULT,4376,11,2,2,15
DEFAULT,33788,15,1,2,18
DEFAULT,8614,11,2,2,15
,,,,
DEFAULT,441,7,2,3,12
,,,,
DEFAULT,11967,12,1,1,14
DEFAULT,3047,13,0,3,16
DEFAULT,524,7,0,2,9
DEFAULT,93249,11,1,2,14
DEFAULT,22479,13,1,1,15
DEFAULT,24356,12,0,3,15
DEFAULT,4907,12,1,3,16
DEFAULT,10778,15,2,2,19
DEFAULT,490,6,0,3,9
DEFAULT,392,9,2,3,14
DEFAULT,12845,10,1,1,12
DEFAULT,9700,15,1,2,18
DEFAULT,12682,13,1,2,16
,,,,
DEFAULT,10152,18,2,2,22
DEFAULT,54955,12,1,0,13
DEFAULT,170,6,0,1,7
DEFAULT,717,6,1,1,8
DEFAULT,1090,6,1,2,9
DEFAULT,15024,13,2,2,17
DEFAULT,10469,15,1,2,18
DEFAULT,2130,5,0,3,8
DEFAULT,30898,14,1,1,16
DEFAULT,1067,1,0,2,3
DEFAULT,9239,10,0,1,11
