strategy,money,countries,utilities,stations,totalLandsOwned
DEFAULT,3252,10,1,2,13
DEFAULT,859,5,1,1,7
DEFAULT,926,4,0,2,6
GREEDY,2383,12,1,3,16
DEFAULT,886,4,0,0,4
GREEDY,4719,12,1,3,16
DEFAULT,957,6,2,2,10
GREEDY,3843,13,1,2,16
DEFAULT,666,5,2,2,9
DEFAULT,2154,8,0,3,11
GREEDY,275,7,2,1,10
DEFAULT,937,6,0,1,7
DEFAULT,468,7,0,2,9
GREEDY,4354,14,1,2,17
DEFAULT,578,9,1,3,13
DEFAULT,1682,7,0,4,11
GREEDY,734,9,2,3,14
DEFAULT,1377,7,1,0,8
GREEDY,1611,9,2,3,14
GREEDY,2711,12,2,4,18
GREEDY,4038,14,1,3,18
GREEDY,4466,12,1,2,15
DEFAULT,546,9,1,0,10
GREEDY,2905,14,1,2,17
GREEDY,408,10,1,1,12
DEFAULT,14000,10,1,2,13
DEFAULT,644,7,0,2,9
GREEDY,567,8,1,1,10
GREEDY,3634,12,2,3,17
DEFAULT,9102,12,1,1,14
GREEDY,1878,12,1,2,15
GREEDY,1564,10,1,3,14
GREEDY,743,9,2,1,12
DEFAULT,491,4,1,2,7
GREEDY,2013,11,1,3,15
DEFAULT,249,11,1,3,15
GREEDY,4682,13,1,4,18
DEFAULT,18426,11,0,2,13
GREEDY,96842,13,2,2,17
DEFAULT,390,7,0,1,8
DEFAULT,191,6,1,1,8
DEFAULT,27941,9,1,2,12
GREEDY,3537,14,2,2,18
GREEDY,4130,10,2,2,14
DEFAULT,477,9,0,1,10
GREEDY,2310,12,0,2,14
GREEDY,1381,14,2,4,20
DEFAULT,1598,2,2,0,4
GREEDY,2885,11,2,3,16
GREEDY,588,8,1,4,13
DEFAULT,4376,9,1,1,11
DEFAULT,556,4,1,1,6
GREEDY,1854,8,2,1,11
DEFAULT,191,12,1,1,14
DEFAULT,1077,4,2,0,6
GREEDY,2587,9,2,4,15
DEFAULT,1308,9,0,3,12
DEFAULT,1217,6,0,3,9
GREEDY,367,7,0,2,9
GREEDY,485,6,0,3,9
DEFAULT,558,10,1,2,13
DEFAULT,334,5,0,1,6
DEFAULT,525,5,0,1,6
GREEDY,3951,12,2,3,17
GREEDY,7103,14,1,3,18
GREEDY,2829,13,0,3,16
DEFAULT,8242,11,0,1,12
GREEDY,3778,14,2,4,20
GREEDY,6077,14,1,3,18
DEFAULT,602,6,1,0,7
GREEDY,10917,14,1,3,18
GREEDY,344,5,0,4,9
DEFAULT,1000,5,0,1,6
GREEDY,494,7,2,4,13
DEFAULT,1361,3,0,0,3
DEFAULT,803,4,0,2,6
GREEDY,4931,12,2,2,16
DEFAULT,126,8,2,1,11
DEFAULT,613,5,2,3,10
DEFAULT,458,7,2,2,11
DEFAULT,190,6,1,3,10
DEFAULT,1226,4,0,0,4
GREEDY,1547,13,1,0,14
GREEDY,285,7,2,2,11
DEFAULT,993,9,0,1,10
GREEDY,608,7,0,0,7
DEFAULT,381,10,0,0,10
DEFAULT,24846,10,0,3,13
DEFAULT,995,12,0,2,14
GREEDY,11621,15,1,3,19
GREEDY,1620,12,1,3,16
GREEDY,1314,8,0,4,12
DEFAULT,474,5,1,0,6
DEFAULT,1282,3,1,3,7
DEFAULT,482,8,1,1,10
GREEDY,697,10,1,3,14
DEFAULT,765,3,1,1,5
GREEDY,1677,8,0,3,11
DEFAULT,328,3,1,1,5
GREEDY,2201,13,1,3,17
GREEDY,23329,14,1,2,17
GREEDY,1743,9,1,2,12
GREEDY,13498,13,1,4,18
GREEDY,627,6,1,3,10
DEFAULT,18890,11,2,1,14
GREEDY,59030,12,0,2,14
GREEDY,763,9,2,2,13
DEFAULT,7301,8,1,3,12
GREEDY,4158,10,1,4,15
DEFAULT,1399,4,1,2,7
GREEDY,682,8,2,2,12
GREEDY,5184,12,2,2,16
GREEDY,14778,14,1,2,17
DEFAULT,462,5,1,0,6
DEFAULT,41181,14,2,1,17
DEFAULT,599,7,0,2,9
GREEDY,5410,14,0,2,16
DEFAULT,1050,5,0,2,7
GREEDY,160,9,0,2,11
DEFAULT,956,6,0,0,6
GREEDY,4722,13,2,2,17
GREEDY,2087,12,2,1,15
DEFAULT,890,6,1,0,7
GREEDY,552,6,2,1,9
GREEDY,3691,12,1,4,17
DEFAULT,3429,7,1,4,12
DEFAULT,962,6,1,3,10
DEFAULT,47060,11,1,2,14
GREEDY,19305,11,1,1,13
GREEDY,2293,14,2,4,20
GREEDY,199,7,0,3,10
GREEDY,9732,14,2,2,18
GREEDY,4499,14,1,3,18
DEFAULT,20529,10,1,2,13
DEFAULT,478,6,1,1,8
GREEDY,2304,16,0,3,19
DEFAULT,452,10,1,0,11
GREEDY,1489,8,1,2,11
DEFAULT,450,6,0,2,8
DEFAULT,1848,9,0,3,12
GREEDY,3298,16,1,2,19
DEFAULT,859,4,0,1,5
GREEDY,3050,12,1,1,14
GREEDY,1113,9,2,3,14
DEFAULT,806,7,0,2,9
GREEDY,1214,8,0,3,11
DEFAULT,1063,6,0,1,7
GREEDY,3595,13,1,1,15
DEFAULT,758,5,1,2,8
DEFAULT,1258,6,0,1,7
DEFAULT,18001,12,1,1,14
GREEDY,360,8,0,2,10
DEFAULT,833,4,1,1,6
GREEDY,70743,11,2,2,15
DEFAULT,778,5,1,1,7
DEFAULT,900,3,1,1,5
DEFAULT,581,8,0,1,9
GREEDY,1149,12,1,3,16
DEFAULT,834,5,0,0,5
DEFAULT,24641,9,1,1,11
DEFAULT,22736,12,0,2,14
DEFAULT,20386,11,1,1,13
GREEDY,4302,12,2,2,16
GREEDY,1682,9,2,4,15
GREEDY,1087,10,2,2,14
DEFAULT,2993,11,1,2,14
DEFAULT,15049,12,0,1,13
GREEDY,530,4,0,3,7
DEFAULT,1069,13,0,2,15
DEFAULT,594,9,0,0,9
DEFAULT,862,6,0,2,8
GREEDY,971,10,2,2,14
GREEDY,4691,13,1,4,18
GREEDY,8911,15,2,3,20
DEFAULT,1307,2,1,1,4
GREEDY,680,10,2,2,14
GREEDY,344,7,1,2,10
DEFAULT,103,9,1,1,11
GREEDY,2385,11,1,4,16
GREEDY,3318,14,1,2,17
GREEDY,3199,10,2,1,13
GREEDY,16562,14,1,1,16
GREEDY,426,14,0,4,18
DEFAULT,258,4,2,1,7
GREEDY,75,7,2,2,11
GREEDY,1915,12,0,3,15
DEFAULT,1329,7,1,1,9
GREEDY,302,8,1,2,11
GREEDY,11098,14,2,3,19
DEFAULT,328,9,1,2,12
DEFAULT,754,7,0,1,8
DEFAULT,1065,8,0,2,10
GREEDY,66884,12,1,1,14
GREEDY,451,9,2,1,12
GREEDY,481,8,2,4,14
DEFAULT,1739,1,2,2,5
GREEDY,3570,13,2,2,17
GREEDY,7332,15,0,1,16
DEFAULT,1097,5,0,1,6
DEFAULT,1122,11,0,2,13
DEFAULT,17957,10,1,4,15
GREEDY,1946,9,2,1,12
GREEDY,5240,12,1,3,16
DEFAULT,848,5,0,1,6
GREEDY,9892,14,1,2,17
GREEDY,4655,14,2,2,18
DEFAULT,14393,12,1,3,16
GREEDY,2896,14,0,3,17
GREEDY,2431,12,1,3,16
DEFAULT,1554,10,0,3,13
GREEDY,1482,11,2,2,15
DEFAULT,1839,6,1,3,10
GREEDY,819,15,1,2,18
