strategy,money,countries,utilities,stations,totalLandsOwned
DEFAULT,684,4,0,1,5
GREEDY,4522,12,1,1,14
DEFAULT,21482,12,2,3,17
DEFAULT,1317,5,1,1,7
DEFAULT,922,2,0,2,4
GREEDY,7180,14,1,2,17
DEFAULT,897,3,0,1,4
GREEDY,59,5,1,3,9
GREEDY,16040,11,1,2,14
DEFAULT,666,5,0,1,6
GREEDY,94,8,0,0,8
GREEDY,33134,13,1,3,17
GREEDY,1270,6,1,0,7
GREEDY,1439,11,0,4,15
GREEDY,10975,8,1,2,11
GREEDY,5437,16,1,2,19
GREEDY,20,7,0,2,9
GREEDY,558,7,1,1,9
DEFAULT,948,8,0,3,11
GREEDY,3729,10,0,2,12
GREEDY,982,8,2,2,12
DEFAULT,966,5,0,0,5
GREEDY,229,7,1,0,8
GREEDY,10161,16,1,1,18
DEFAULT,7148,11,1,3,15
DEFAULT,9442,13,1,2,16
DEFAULT,293,7,0,0,7
GREEDY,5856,13,1,4,18
DEFAULT,230,6,1,1,8
GREEDY,3804,12,1,4,17
GREEDY,3161,11,2,1,14
DEFAULT,190,8,0,1,9
GREEDY,7897,12,0,2,14
GREEDY,1684,13,1,3,17
GREEDY,1252,11,1,2,14
GREEDY,3683,13,1,3,17
DEFAULT,86,8,0,1,9
GREEDY,13162,12,1,2,15
DEFAULT,365,6,0,1,7
GREEDY,4841,14,1,3,18
GREEDY,981,10,1,2,13
DEFAULT,674,9,0,4,13
DEFAULT,19314,12,2,1,15
GREEDY,6381,14,1,1,16
DEFAULT,51322,10,1,3,14
DEFAULT,266,8,0,0,8
DEFAULT,10575,11,0,1,12
GREEDY,3331,11,2,3,16
GREEDY,372,7,1,1,9
DEFAULT,401,8,0,1,9
GREEDY,5107,11,0,4,15
GREEDY,1838,15,1,1,17
DEFAULT,514,6,0,1,7
DEFAULT,1140,5,0,3,8
GREEDY,5128,10,0,3,13
DEFAULT,2715,7,2,4,13
DEFAULT,20836,12,0,1,13
GREEDY,37347,11,1,2,14
DEFAULT,1415,2,0,1,3
GREEDY,1166,11,2,3,16
DEFAULT,1521,8,0,3,11
GREEDY,341,10,1,3,14
GREEDY,543,7,1,1,9
GREEDY,4957,14,1,2,17
DEFAULT,778,5,2,0,7
DEFAULT,121,7,1,3,11
DEFAULT,602,10,0,1,11
GREEDY,6680,14,1,2,17
DEFAULT,511,6,1,1,8
DEFAULT,1617,3,0,0,3
GREEDY,2691,13,2,1,16
GREEDY,854,10,1,0,11
DEFAULT,35315,9,1,2,12
DEFAULT,299,7,0,2,9
GREEDY,2041,12,2,1,15
DEFAULT,15647,13,2,0,15
DEFAULT,9841,12,2,3,17
GREEDY,13248,12,0,1,13
DEFAULT,1731,4,1,0,5
GREEDY,7592,11,1,3,15
GREEDY,5121,13,1,3,17
DEFAULT,1148,5,0,1,6
DEFAULT,942,4,0,1,5
GREEDY,9754,12,1,1,14
GREEDY,8037,15,0,4,19
DEFAULT,17604,9,0,2,11
DEFAULT,851,8,0,0,8
DEFAULT,865,5,2,1,8
DEFAULT,492,7,1,1,9
DEFAULT,837,8,2,1,11
GREEDY,850,11,1,2,14
DEFAULT,662,9,0,3,12
DEFAULT,18283,14,1,2,17
DEFAULT,807,5,0,2,7
DEFAULT,1503,1,1,0,2
GREEDY,4463,14,2,3,19
GREEDY,8575,15,1,1,17
DEFAULT,942,4,2,2,8
GREEDY,4777,11,2,3,16
DEFAULT,16018,11,0,1,12
DEFAULT,1757,5,0,2,7
DEFAULT,2613,11,0,2,13
GREEDY,1308,10,0,4,14
GREEDY,3906,12,2,2,16
DEFAULT,891,5,1,1,7
GREEDY,1576,12,2,3,17
DEFAULT,22715,15,0,1,16
DEFAULT,1418,7,0,2,9
GREEDY,16636,12,2,3,17
GREEDY,1093,8,1,0,9
GREEDY,372,13,1,4,18
DEFAULT,18997,13,0,1,14
GREEDY,1126,12,1,2,15
DEFAULT,837,7,0,0,7
DEFAULT,455,8,1,0,9
GREEDY,1767,14,1,3,18
DEFAULT,1188,2,1,1,4
DEFAULT,680,4,1,3,8
GREEDY,11561,12,1,1,14
GREEDY,8856,15,1,3,19
GREEDY,5232,11,1,4,16
GREEDY,1479,10,2,3,15
GREEDY,9241,14,1,3,18
GREEDY,2888,14,0,1,15
GREEDY,3848,14,1,0,15
GREEDY,408,9,1,0,10
DEFAULT,948,8,1,1,10
GREEDY,501,6,1,4,11
DEFAULT,1233,6,1,2,9
DEFAULT,12277,10,1,2,13
DEFAULT,573,3,2,0,5
DEFAULT,1137,4,0,0,4
DEFAULT,1986,5,1,1,7
GREEDY,1043,12,1,2,15
GREEDY,13500,11,1,2,14
GREEDY,6539,12,2,1,15
DEFAULT,10387,10,2,1,13
GREEDY,335,7,1,3,11
GREEDY,14122,13,1,4,18
DEFAULT,1376,9,0,2,11
DEFAULT,41437,12,0,3,15
GREEDY,1206,12,1,3,16
GREEDY,4978,13,1,3,17
DEFAULT,9973,11,1,2,14
GREEDY,3314,15,2,2,19
DEFAULT,58,7,0,1,8
DEFAULT,10161,13,1,1,15
GREEDY,998,7,2,1,10
GREEDY,2155,14,0,1,15
DEFAULT,2408,7,0,1,8
GREEDY,427,10,1,2,13
DEFAULT,567,6,1,0,7
DEFAULT,810,4,1,0,5
DEFAULT,1276,4,0,1,5
GREEDY,18323,11,1,2,14
GREEDY,649,5,0,1,6
GREEDY,668,11,1,2,14
GREEDY,5343,15,1,2,18
GREEDY,252,6,0,2,8
GREEDY,357,12,1,3,16
DEFAULT,919,6,0,2,8
GREEDY,3775,10,2,4,16
DEFAULT,19191,10,1,2,13
GREEDY,3327,13,0,2,15
GREEDY,295,8,0,3,11
DEFAULT,1233,7,0,1,8
GREEDY,1250,8,2,3,13
DEFAULT,344,5,2,1,8
DEFAULT,1671,9,0,3,12
DEFAULT,65,8,1,2,11
GREEDY,5935,14,0,4,18
GREEDY,3678,15,1,4,20
GREEDY,353,6,1,1,8
GREEDY,126,8,2,2,12
DEFAULT,585,7,0,2,9
DEFAULT,611,9,0,3,12
GREEDY,6597,15,2,2,19
DEFAULT,1276,6,1,2,9
DEFAULT,17019,12,1,2,15
GREEDY,4283,15,1,3,19
GREEDY,420,6,2,3,11
DEFAULT,1960,5,1,3,9
GREEDY,132,9,2,1,12
DEFAULT,1219,7,2,2,11
GREEDY,487,7,0,0,7
GREEDY,316,7,2,0,9
DEFAULT,1442,6,1,0,7
GREEDY,415,8,2,1,11
DEFAULT,991,9,2,2,13
DEFAULT,1365,6,0,2,8
DEFAULT,10496,11,0,2,13
DEFAULT,35901,13,1,2,16
DEFAULT,773,6,1,1,8
DEFAULT,480,9,0,2,11
GREEDY,2406,13,1,2,16
GREEDY,662,8,1,3,12
GREEDY,6093,12,2,2,16
GREEDY,22766,12,1,3,16
DEFAULT,548,6,0,3,9
GREEDY,8242,11,0,2,13
GREEDY,1898,16,1,2,19
DEFAULT,929,5,0,1,6
DEFAULT,1322,4,0,2,6
DEFAULT,287,9,2,1,12
DEFAULT,528,5,0,2,7
GREEDY,943,4,2,2,8
DEFAULT,980,5,0,3,8
DEFAULT,724,3,1,2,6
DEFAULT,161,7,1,3,11
DEFAULT,1438,5,2,1,8
DEFAULT,1120,7,1,1,9
GREEDY,7456,13,1,3,17
DEFAULT,830,5,1,0,6
DEFAULT,212,7,1,2,10
DEFAULT,599,10,0,3,13
GREEDY,1023,14,1,2,17
DEFAULT,171,7,2,2,11
GREEDY,6566,13,0,2,15
DEFAULT,920,4,0,0,4
DEFAULT,1890,10,1,2,13
DEFAULT,812,2,1,1,4
GREEDY,8571,12,1,2,15
DEFAULT,176,8,0,0,8
DEFAULT,490,5,2,2,9
GREEDY,3199,12,1,3,16
GREEDY,10296,13,0,3,16
GREEDY,2261,15,2,3,20
GREEDY,7244,14,2,3,19
GREEDY,1658,10,0,1,11
GREEDY,298,10,1,0,11
DEFAULT,2027,9,1,3,13
DEFAULT,1104,7,1,0,8
DEFAULT,21767,11,1,2,14
GREEDY,2066,13,1,3,17
DEFAULT,677,8,1,2,11
DEFAULT,656,5,2,1,8
GREEDY,37239,12,2,2,16
GREEDY,5519,11,1,3,15
DEFAULT,709,7,2,0,9
GREEDY,1930,12,0,3,15
GREEDY,443,7,1,3,11
GREEDY,6926,11,1,3,15
DEFAULT,170,6,2,2,10
DEFAULT,450,8,1,1,10
GREEDY,3652,13,1,4,18
GREEDY,3835,13,2,1,16
GREEDY,271,8,0,2,10
GREEDY,2735,13,2,4,19
GREEDY,530,9,0,1,10
DEFAULT,59637,9,1,1,11
DEFAULT,3100,9,0,3,12
DEFAULT,248,8,0,1,9
GREEDY,523,12,2,3,17
DEFAULT,1748,3,0,1,4
DEFAULT,624,6,0,2,8
DEFAULT,11506,9,0,1,10
GREEDY,1587,13,0,4,17
DEFAULT,439,5,1,1,7
GREEDY,6199,14,2,2,18
DEFAULT,329,9,1,1,11
GREEDY,3162,12,1,2,15
GREEDY,3637,16,2,3,21
GREEDY,2835,11,0,4,15
DEFAULT,1124,10,0,3,13
GREEDY,19999,12,1,2,15
GREEDY,147,11,0,3,14
DEFAULT,30,9,0,1,10
GREEDY,3181,15,0,2,17
GREEDY,5206,11,1,1,13
GREEDY,586,10,1,3,14
DEFAULT,1616,3,0,3,6
GREEDY,2708,14,0,2,16
GREEDY,221,8,0,2,10
GREEDY,3942,13,1,3,17
DEFAULT,1077,4,1,1,6
DEFAULT,497,7,1,0,8
DEFAULT,702,6,0,3,9
DEFAULT,1041,6,0,2,8
DEFAULT,1191,6,2,2,10
GREEDY,5651,12,1,3,16
DEFAULT,679,6,1,0,7
GREEDY,1824,8,0,3,11
DEFAULT,622,8,0,1,9
GREEDY,5165,10,1,4,15
DEFAULT,783,5,1,1,7
GREEDY,12971,14,0,2,16
DEFAULT,879,6,0,1,7
GREEDY,1332,11,2,2,15
GREEDY,6884,15,1,2,18
DEFAULT,12300,10,2,2,14
GREEDY,1736,9,2,4,15
DEFAULT,1290,5,0,3,8
GREEDY,1072,12,1,2,15
DEFAULT,786,11,1,2,14
DEFAULT,1069,7,0,1,8
GREEDY,1307,15,1,2,18
GREEDY,3967,12,1,3,16
DEFAULT,181,7,1,2,10
DEFAULT,355,10,0,2,12
DEFAULT,8439,10,0,2,12
GREEDY,6994,12,2,3,17
DEFAULT,7556,10,2,2,14
DEFAULT,873,5,1,1,7
DEFAULT,1065,4,1,0,5
GREEDY,22980,15,1,1,17
GREEDY,13658,14,1,3,18
DEFAULT,25503,15,1,1,17
GREEDY,3484,12,1,1,14
GREEDY,645,4,1,1,6
DEFAULT,11211,9,1,4,14
DEFAULT,952,4,0,1,5
DEFAULT,17758,13,1,1,15
GREEDY,3480,12,1,3,16
GREEDY,2541,12,1,2,15
DEFAULT,1535,8,2,2,12
GREEDY,184,9,0,1,10
DEFAULT,1470,3,1,1,5
DEFAULT,5422,14,2,3,19
DEFAULT,17696,12,0,1,13
GREEDY,472,10,2,2,14
GREEDY,1424,10,2,4,16
DEFAULT,951,8,0,2,10
GREEDY,888,9,0,3,12
DEFAULT,2452,10,2,2,14
GREEDY,900,6,1,4,11
GREEDY,3350,12,1,3,16
GREEDY,1252,8,0,4,12
DEFAULT,816,6,0,1,7
DEFAULT,1333,6,1,4,11
GREEDY,1889,11,1,1,13
DEFAULT,1145,10,1,3,14
GREEDY,6836,10,1,2,13
GREEDY,14658,10,2,1,13
DEFAULT,1113,1,1,2,4
GREEDY,5107,13,1,2,16
GREEDY,1038,12,1,3,16
GREEDY,4122,12,1,2,15
DEFAULT,364,7,0,2,9
GREEDY,18260,12,0,3,15
GREEDY,10287,13,2,2,17
DEFAULT,972,11,1,2,14
DEFAULT,702,2,1,2,5
DEFAULT,1257,6,2,2,10
DEFAULT,2453,4,1,4,9
DEFAULT,511,7,2,0,9
GREEDY,3893,14,0,3,17
GREEDY,2738,18,1,2,21
DEFAULT,55625,11,1,3,15
GREEDY,3858,14,1,3,18
GREEDY,2599,14,2,1,17
GREEDY,7325,14,0,3,17
DEFAULT,468,8,1,4,13
GREEDY,885,10,2,1,13
DEFAULT,1097,3,1,1,5
GREEDY,4589,11,1,3,15
DEFAULT,413,7,1,1,9
GREEDY,15942,12,1,3,16
GREEDY,5956,13,2,1,16
GREEDY,5848,12,2,3,17
GREEDY,6733,11,1,3,15
GREEDY,545,7,0,3,10
GREEDY,5633,13,2,3,18
GREEDY,6205,11,1,3,15
GREEDY,910,12,1,3,16
DEFAULT,3534,13,1,2,16
DEFAULT,1800,5,2,2,9
GREEDY,1333,13,0,4,17
GREEDY,5415,12,2,3,17
DEFAULT,472,4,1,1,6
DEFAULT,1008,12,2,2,16
GREEDY,1296,5,0,1,6
DEFAULT,942,6,1,3,10
DEFAULT,847,12,1,3,16
DEFAULT,13152,12,1,2,15
DEFAULT,1815,4,1,0,5
DEFAULT,949,5,0,1,6
DEFAULT,26079,8,1,2,11
DEFAULT,293,10,0,1,11
GREEDY,1878,13,1,4,18
GREEDY,386,6,2,2,10
GREEDY,4246,11,1,3,15
GREEDY,3962,16,1,2,19
GREEDY,84650,13,2,2,17
GREEDY,1071,9,2,3,14
DEFAULT,59563,11,0,2,13
DEFAULT,2080,7,0,3,10
DEFAULT,1140,6,1,1,8
DEFAULT,21509,13,1,2,16
DEFAULT,1853,9,1,0,10
DEFAULT,2037,9,2,4,15
DEFAULT,791,8,0,3,11
DEFAULT,413,5,1,1,7
DEFAULT,295,10,0,0,10
GREEDY,2127,11,1,3,15
DEFAULT,5296,12,1,2,15
GREEDY,2607,12,0,3,15
DEFAULT,1059,7,2,2,11
GREEDY,1383,9,1,4,14
GREEDY,1626,14,1,3,18
DEFAULT,175,7,1,1,9
DEFAULT,17255,11,1,2,14
GREEDY,5119,15,1,2,18
GREEDY,4156,11,2,2,15
GREEDY,316,5,1,2,8
GREEDY,2417,8,2,4,14
DEFAULT,1166,6,0,2,8
GREEDY,527,12,2,3,17
GREEDY,3483,11,0,2,13
GREEDY,7911,12,1,3,16
GREEDY,934,6,2,3,11
GREEDY,3719,15,2,3,20
DEFAULT,822,6,0,1,7
GREEDY,17390,10,0,1,11
GREEDY,7792,12,2,1,15
DEFAULT,18155,17,0,0,17
DEFAULT,4702,10,0,3,13
GREEDY,866,10,2,1,13
DEFAULT,899,5,1,3,9
GREEDY,3899,11,1,2,14
GREEDY,3031,12,2,2,16
GREEDY,4054,12,2,2,16
GREEDY,256,11,1,2,14
GREEDY,52384,13,0,3,16
GREEDY,542,6,0,2,8
GREEDY,4664,11,1,2,14
DEFAULT,9925,11,1,1,13
DEFAULT,1009,3,1,3,7
DEFAULT,752,5,2,3,10
GREEDY,528,10,1,1,12
DEFAULT,1281,3,1,2,6
GREEDY,2651,13,0,2,15
DEFAULT,1064,6,1,0,7
DEFAULT,1257,6,2,0,8
GREEDY,2158,15,1,4,20
DEFAULT,5388,12,1,2,15
GREEDY,357,5,1,2,8
GREEDY,1978,12,1,1,14
GREEDY,160,7,0,2,9
GREEDY,322,10,2,1,13
DEFAULT,358,8,2,2,12
GREEDY,438,7,1,4,12
DEFAULT,1258,3,0,0,3
GREEDY,5551,14,1,2,17
DEFAULT,12405,11,1,2,14
DEFAULT,594,6,0,3,9
GREEDY,4160,14,1,3,18
DEFAULT,1262,8,1,3,12
DEFAULT,336,7,1,2,10
GREEDY,10379,11,1,3,15
DEFAULT,791,11,0,2,13
DEFAULT,979,4,0,0,4
GREEDY,6096,13,1,2,16
GREEDY,1222,10,2,4,16
GREEDY,2731,12,1,3,16
GREEDY,1086,11,2,2,15
DEFAULT,1214,2,0,0,2
DEFAULT,774,11,0,1,12
DEFAULT,787,8,0,3,11
DEFAULT,27356,12,0,1,13
DEFAULT,904,6,0,1,7
DEFAULT,319,5,1,0,6
DEFAULT,950,4,1,1,6
GREEDY,2438,13,0,2,15
GREEDY,5580,11,2,3,16
DEFAULT,1114,4,1,2,7
GREEDY,1606,11,1,3,15
DEFAULT,6122,12,0,2,14
GREEDY,437,5,0,3,8
GREEDY,60,11,0,0,11
DEFAULT,340,10,0,3,13
DEFAULT,1300,5,0,0,5
GREEDY,625,13,2,2,17
DEFAULT,430,7,1,1,9
DEFAULT,608,3,0,2,5
DEFAULT,1403,2,0,2,4
DEFAULT,1031,8,0,2,10
DEFAULT,4344,11,1,0,12
GREEDY,799,11,1,2,14
DEFAULT,711,6,0,2,8
DEFAULT,1565,9,1,3,13
GREEDY,3132,12,1,4,17
GREEDY,11357,10,1,3,14
GREEDY,36939,12,0,3,15
GREEDY,4005,12,1,3,16
DEFAULT,13085,11,1,1,13
DEFAULT,180,6,1,3,10
GREEDY,3763,13,2,3,18
GREEDY,6036,12,1,2,15
GREEDY,24206,14,1,2,17
DEFAULT,8365,12,1,1,14
DEFAULT,79,5,0,2,7
GREEDY,2490,12,1,2,15
GREEDY,143,8,0,1,9
DEFAULT,461,8,0,0,8
GREEDY,14351,12,2,0,14
GREEDY,16361,12,1,2,15
GREEDY,4564,13,2,2,17
GREEDY,7003,12,1,2,15
DEFAULT,222,8,0,1,9
GREEDY,5594,13,0,3,16
GREEDY,16549,12,0,2,14
DEFAULT,994,7,0,0,7
GREEDY,154,10,1,2,13
GREEDY,12385,12,1,3,16
DEFAULT,762,3,2,3,8
DEFAULT,407,8,1,1,10
GREEDY,507,9,1,3,13
DEFAULT,714,6,1,1,8
DEFAULT,812,7,1,3,11
GREEDY,1342,9,2,3,14
DEFAULT,5440,12,2,2,16
DEFAULT,574,6,1,1,8
DEFAULT,932,7,2,2,11
DEFAULT,1078,6,0,0,6
GREEDY,2362,10,1,2,13
GREEDY,2903,11,1,4,16
DEFAULT,702,3,0,1,4
DEFAULT,1001,6,1,2,9
DEFAULT,996,5,1,1,7
GREEDY,632,10,0,2,12
DEFAULT,1246,8,1,1,10
GREEDY,2125,15,1,2,18
DEFAULT,516,9,0,2,11
GREEDY,3520,15,1,3,19
DEFAULT,871,8,0,0,8
GREEDY,12230,11,2,1,14
DEFAULT,385,7,1,4,12
GREEDY,1179,11,2,1,14
DEFAULT,1131,4,1,1,6
GREEDY,4348,12,1,3,16
DEFAULT,10075,11,2,1,14
DEFAULT,989,5,1,2,8
GREEDY,6172,13,2,2,17
DEFAULT,6642,12,1,3,16
DEFAULT,1375,3,0,1,4
DEFAULT,1153,5,0,1,6
GREEDY,8866,13,2,2,17
GREEDY,655,7,1,3,11
DEFAULT,14723,10,1,3,14
GREEDY,225,7,1,2,10
DEFAULT,1172,7,0,0,7
GREEDY,296,6,1,2,9
GREEDY,246,9,1,2,12
GREEDY,356,8,0,3,11
DEFAULT,542,11,1,1,13
DEFAULT,432,7,2,1,10
GREEDY,11949,13,2,3,18
DEFAULT,516,8,0,2,10
DEFAULT,983,2,1,2,5
GREEDY,4387,12,1,3,16
DEFAULT,743,8,0,2,10
GREEDY,11071,12,1,2,15
GREEDY,1076,8,0,2,10
DEFAULT,716,7,0,1,8
DEFAULT,837,8,0,3,11
GREEDY,8451,10,1,2,13
DEFAULT,2258,7,1,3,11
GREEDY,13825,12,0,2,14
GREEDY,3010,12,1,3,16
DEFAULT,465,9,1,0,10
GREEDY,3516,11,2,1,14
DEFAULT,1652,1,0,3,4
GREEDY,6028,12,1,2,15
GREEDY,2251,10,1,3,14
GREEDY,421,7,2,2,11
DEFAULT,82584,9,0,3,12
DEFAULT,801,6,0,1,7
GREEDY,5620,11,2,3,16
DEFAULT,902,4,0,1,5
DEFAULT,1489,8,1,3,12
GREEDY,2901,13,0,3,16
GREEDY,2609,12,2,2,16
DEFAULT,119,10,1,1,12
DEFAULT,246,7,1,1,9
DEFAULT,25464,13,1,3,17
GREEDY,12089,16,1,1,18
GREEDY,9637,14,2,3,19
DEFAULT,1686,6,1,1,8
DEFAULT,689,6,2,0,8
DEFAULT,893,5,1,0,6
GREEDY,2769,12,1,3,16
DEFAULT,655,5,1,2,8
DEFAULT,831,5,0,1,6
DEFAULT,799,3,0,1,4
DEFAULT,925,5,1,1,7
DEFAULT,676,8,2,2,12
DEFAULT,1331,4,1,4,9
GREEDY,405,10,1,0,11
DEFAULT,470,4,0,0,4
DEFAULT,52,8,2,0,10
GREEDY,1191,11,2,3,16
DEFAULT,404,6,1,2,9
DEFAULT,829,7,1,3,11
DEFAULT,75824,11,0,1,12
GREEDY,6220,13,1,2,16
DEFAULT,350,6,1,1,8
DEFAULT,410,5,1,0,6
DEFAULT,17563,11,0,2,13
DEFAULT,462,6,0,1,7
DEFAULT,791,4,1,0,5
GREEDY,394,6,1,2,9
DEFAULT,951,5,0,1,6
GREEDY,5645,12,1,2,15
GREEDY,551,9,0,0,9
DEFAULT,953,6,1,2,9
GREEDY,6774,11,2,3,16
DEFAULT,781,5,0,0,5
DEFAULT,1680,7,0,3,10
DEFAULT,1336,9,1,3,13
DEFAULT,741,6,0,1,7
DEFAULT,390,3,1,2,6
GREEDY,2483,11,2,3,16
DEFAULT,43534,10,1,3,14
DEFAULT,21611,8,2,2,12
GREEDY,4370,14,2,2,18
GREEDY,2846,12,1,2,15
DEFAULT,771,10,1,1,12
DEFAULT,710,5,0,2,7
DEFAULT,1001,3,0,0,3
DEFAULT,456,8,1,3,12
GREEDY,364,7,1,3,11
DEFAULT,25239,15,1,2,18
GREEDY,245,6,1,0,7
DEFAULT,732,6,1,0,7
DEFAULT,634,5,1,1,7
GREEDY,3273,12,0,4,16
DEFAULT,836,5,1,2,8
GREEDY,8250,15,2,3,20
DEFAULT,812,7,0,2,9
GREEDY,243,9,1,4,14
GREEDY,7163,12,1,2,15
GREEDY,607,4,1,3,8
DEFAULT,292,7,2,0,9
DEFAULT,1280,7,1,1,9
DEFAULT,148,7,1,3,11
DEFAULT,1238,4,1,1,6
DEFAULT,24728,14,1,3,18
DEFAULT,400,6,0,3,9
GREEDY,1340,14,0,2,16
DEFAULT,16924,10,1,1,12
GREEDY,801,8,2,1,11
GREEDY,6295,12,1,1,14
DEFAULT,885,5,1,0,6
DEFAULT,449,7,2,1,10
DEFAULT,672,7,0,4,11
GREEDY,2400,14,0,3,17
GREEDY,4966,13,1,3,17
GREEDY,5100,12,1,3,16
DEFAULT,585,7,0,2,9
DEFAULT,905,2,1,1,4
GREEDY,777,3,1,1,5
DEFAULT,2048,5,0,3,8
GREEDY,857,10,2,3,15
DEFAULT,37672,12,0,1,13
GREEDY,473,11,0,3,14
DEFAULT,661,7,0,2,9
GREEDY,2939,13,0,4,17
DEFAULT,1477,8,0,3,11
GREEDY,7377,12,1,4,17
DEFAULT,909,6,0,0,6
DEFAULT,745,6,0,2,8
GREEDY,7106,16,1,1,18
GREEDY,1552,15,2,1,18
GREEDY,8689,15,2,2,19
GREEDY,1410,9,2,3,14
DEFAULT,16589,14,1,1,16
DEFAULT,652,8,0,2,10
DEFAULT,47767,12,1,2,15
GREEDY,2392,13,1,2,16
GREEDY,12868,12,2,3,17
GREEDY,3574,13,1,1,15
GREEDY,896,10,1,1,12
DEFAULT,528,5,1,1,7
DEFAULT,641,8,0,2,10
DEFAULT,1351,8,2,3,13
GREEDY,3340,15,0,3,18
DEFAULT,512,7,2,2,11
DEFAULT,4620,13,0,2,15
DEFAULT,82058,12,1,2,15
GREEDY,3347,17,1,1,19
GREEDY,250,7,1,2,10
GREEDY,466,10,0,2,12
DEFAULT,666,6,1,0,7
DEFAULT,2095,10,1,3,14
DEFAULT,1127,5,0,2,7
GREEDY,7630,11,1,3,15
GREEDY,803,9,1,3,13
DEFAULT,10351,11,0,2,13
GREEDY,2407,15,1,1,17
GREEDY,13845,13,1,3,17
DEFAULT,197,4,1,2,7
GREEDY,582,13,0,1,14
DEFAULT,16000,13,1,1,15
DEFAULT,1361,2,0,1,3
GREEDY,5956,16,0,0,16
DEFAULT,629,7,1,0,8
DEFAULT,481,8,0,1,9
DEFAULT,7544,11,0,1,12
DEFAULT,30308,14,0,3,17
DEFAULT,699,8,1,3,12
DEFAULT,685,7,0,1,8
GREEDY,5081,13,1,2,16
DEFAULT,834,4,1,0,5
DEFAULT,875,8,2,2,12
DEFAULT,285,7,0,3,10
GREEDY,2327,14,1,2,17
GREEDY,8201,15,2,1,18
GREEDY,354,10,0,0,10
DEFAULT,1424,4,0,0,4
DEFAULT,1343,4,1,1,6
DEFAULT,631,8,2,0,10
GREEDY,11381,11,2,4,17
GREEDY,3698,16,2,4,22
DEFAULT,12437,11,0,2,13
DEFAULT,638,6,1,2,9
DEFAULT,2831,8,1,2,11
GREEDY,86,6,1,1,8
DEFAULT,673,5,0,1,6
DEFAULT,9775,7,1,3,11
DEFAULT,1052,5,0,1,6
DEFAULT,417,6,1,0,7
GREEDY,486,7,1,2,10
DEFAULT,1957,7,2,1,10
DEFAULT,11348,9,1,2,12
GREEDY,805,7,1,3,11
DEFAULT,1612,4,0,2,6
DEFAULT,1404,3,0,0,3
GREEDY,5968,11,2,1,14
DEFAULT,626,4,1,1,6
GREEDY,5469,13,2,3,18
GREEDY,3136,15,0,2,17
GREEDY,3232,12,1,2,15
DEFAULT,17041,10,2,2,14
GREEDY,619,9,1,2,12
GREEDY,286,9,2,2,13
DEFAULT,1162,3,0,1,4
DEFAULT,959,7,1,0,8
GREEDY,11350,14,1,3,18
DEFAULT,1078,7,1,4,12
DEFAULT,413,6,1,1,8
DEFAULT,967,5,1,1,7
GREEDY,739,8,0,3,11
DEFAULT,7014,10,1,2,13
GREEDY,2688,14,1,4,19
GREEDY,498,10,0,3,13
GREEDY,3383,11,2,2,15
GREEDY,19620,13,0,3,16
GREEDY,7853,12,0,3,15
GREEDY,3979,15,1,2,18
DEFAULT,1498,6,2,2,10
DEFAULT,1152,11,0,1,12
DEFAULT,365,8,0,2,10
DEFAULT,1986,4,0,4,8
DEFAULT,401,6,1,0,7
DEFAULT,389,11,0,1,12
GREEDY,32243,10,0,2,12
DEFAULT,1341,4,1,0,5
GREEDY,24977,12,1,1,14
GREEDY,44,8,0,2,10
DEFAULT,1949,10,2,2,14
GREEDY,870,4,0,1,5
DEFAULT,1677,8,0,2,10
DEFAULT,1969,6,1,2,9
DEFAULT,306,6,2,0,8
GREEDY,19929,13,0,2,15
DEFAULT,454,7,1,3,11
GREEDY,3904,11,2,1,14
DEFAULT,1447,11,1,1,13
GREEDY,7660,16,0,2,18
DEFAULT,584,6,2,3,11
DEFAULT,306,8,0,1,9
DEFAULT,1239,7,1,1,9
GREEDY,7218,12,0,3,15
GREEDY,6080,11,2,4,17
DEFAULT,1009,3,0,1,4
GREEDY,361,5,0,3,8
GREEDY,1214,8,1,4,13
GREEDY,7185,11,2,0,13
DEFAULT,959,6,1,2,9
GREEDY,2417,10,1,4,15
GREEDY,8869,12,2,1,15
GREEDY,2856,9,1,4,14
DEFAULT,444,5,2,1,8
DEFAULT,716,12,1,1,14
DEFAULT,696,5,0,0,5
GREEDY,4799,10,1,0,11
GREEDY,2201,8,1,3,12
DEFAULT,646,7,0,2,9
DEFAULT,675,4,0,1,5
DEFAULT,434,7,1,2,10
GREEDY,7774,12,1,3,16
DEFAULT,1313,6,0,1,7
GREEDY,5467,12,1,3,16
DEFAULT,160,6,0,1,7
DEFAULT,1219,7,1,0,8
DEFAULT,9495,11,0,3,14
DEFAULT,635,7,1,3,11
GREEDY,3169,14,0,2,16
DEFAULT,1081,4,1,3,8
DEFAULT,1122,7,1,0,8
DEFAULT,792,7,0,2,9
GREEDY,11698,14,0,1,15
DEFAULT,755,3,0,3,6
DEFAULT,425,6,0,2,8
DEFAULT,1032,8,1,1,10
DEFAULT,760,10,1,2,13
DEFAULT,870,4,0,2,6
GREEDY,601,8,2,3,13
DEFAULT,339,5,1,3,9
DEFAULT,403,5,1,1,7
GREEDY,7107,13,2,2,17
GREEDY,558,10,1,4,15
DEFAULT,410,5,1,2,8
GREEDY,409,9,1,3,13
GREEDY,496,8,1,3,12
DEFAULT,16515,13,0,2,15
