strategy,money,countries,utilities,stations,totalLandsOwned
STINGY,2225,0,0,0,0
STINGY,1520,7,1,0,8
GREEDY,2309,18,1,3,22
GREEDY,1839,18,0,2,20
GREEDY,3598,16,1,3,20
STINGY,1780,0,1,1,2
STINGY,1495,7,1,1,9
STINGY,1227,4,0,0,4
GREEDY,8593,14,1,3,18
GREEDY,2829,17,1,4,22
GREEDY,3030,13,1,4,18
GREEDY,4563,18,2,3,23
STINGY,1674,4,0,2,6
GREEDY,4226,15,2,4,21
GREEDY,4376,15,2,2,19
GREEDY,3064,15,1,3,19
GREEDY,5801,16,2,3,21
GREEDY,2619,17,2,3,22
GREEDY,5851,14,1,4,19
STINGY,980,3,0,1,4
STINGY,1597,4,0,1,5
STINGY,698,4,0,2,6
GREEDY,24376,15,1,2,18
STINGY,1825,1,0,1,2
STINGY,727,4,1,1,6
GREEDY,1422,13,1,4,18
STINGY,1403,1,0,1,2
GREEDY,1176,14,1,2,17
GREEDY,5720,17,1,2,20
GREEDY,3761,18,2,1,21
GREEDY,3187,11,2,4,17
STINGY,1770,1,1,1,3
GREEDY,5975,18,1,4,23
GREEDY,5480,16,1,2,19
GREEDY,3133,18,2,2,22
GREEDY,1226,13,1,4,18
STINGY,1299,2,1,1,4
STINGY,1299,2,0,1,3
STINGY,864,3,0,0,3
STINGY,1294,4,0,0,4
GREEDY,8084,15,0,3,18
GREEDY,4143,14,1,2,17
STINGY,400,4,0,0,4
STINGY,1098,2,1,0,3
GREEDY,4649,15,2,2,19
GREEDY,5369,15,2,2,19
GREEDY,5117,15,2,3,20
GREEDY,4441,15,2,3,20
GREEDY,4204,15,2,4,21
STINGY,2201,2,0,0,2
GREEDY,3341,17,2,2,21
GREEDY,2407,17,1,3,21
STINGY,993,2,0,2,4
GREEDY,2152,14,2,3,19
GREEDY,3638,15,1,3,19
STINGY,970,2,0,1,3
STINGY,1699,2,0,3,5
GREEDY,4321,17,2,4,23
STINGY,1260,1,1,0,2
GREEDY,4857,16,2,2,20
GREEDY,2865,12,1,4,17
STINGY,1108,6,0,1,7
GREEDY,3624,13,2,3,18
GREEDY,4495,16,2,4,22
GREEDY,915,12,1,3,16
GREEDY,3336,21,1,4,26
STINGY,1702,2,0,0,2
STINGY,2007,4,1,1,6
STINGY,933,2,0,2,4
GREEDY,3975,18,2,3,23
GREEDY,636,15,1,4,20
STINGY,1367,1,1,0,2
GREEDY,6866,14,1,3,18
GREEDY,5087,15,2,3,20
STINGY,1430,2,1,0,3
STINGY,1024,1,1,0,2
STINGY,1184,3,0,2,5
STINGY,1558,6,0,0,6
STINGY,2234,1,0,1,2
GREEDY,1068,12,1,4,17
STINGY,1953,5,1,2,8
STINGY,1345,1,1,0,2
STINGY,1593,1,0,0,1
STINGY,1088,2,0,2,4
STINGY,746,4,1,1,6
GREEDY,3026,18,1,4,23
GREEDY,3129,14,1,3,18
GREEDY,5701,15,1,3,19
GREEDY,3152,16,2,3,21
STINGY,1923,1,0,0,1
GREEDY,3363,15,1,4,20
GREEDY,2084,16,1,4,21
STINGY,1663,2,0,1,3
GREEDY,2179,18,2,3,23
STINGY,1862,3,0,0,3
STINGY,829,3,1,1,5
STINGY,540,5,0,3,8
GREEDY,3867,17,2,1,20
STINGY,1554,3,0,0,3
STINGY,1244,2,1,1,4
STINGY,1530,2,0,1,3
GREEDY,5371,16,2,3,21
GREEDY,3194,16,1,4,21
GREEDY,4486,16,2,4,22
STINGY,1568,3,0,1,4
GREEDY,2481,15,1,3,19
GREEDY,4141,17,0,3,20
GREEDY,2653,17,2,3,22
GREEDY,4732,14,1,2,17
GREEDY,13952,14,1,3,18
GREEDY,3206,15,1,4,20
GREEDY,3815,16,1,3,20
STINGY,2107,1,0,0,1
GREEDY,2714,17,2,3,22
STINGY,1079,3,0,1,4
STINGY,433,3,1,0,4
STINGY,1058,1,1,0,2
GREEDY,2503,17,1,3,21
STINGY,1246,4,1,2,7
GREEDY,2832,18,1,4,23
STINGY,858,5,0,2,7
GREEDY,3274,13,2,4,19
STINGY,1633,1,1,2,4
GREEDY,3497,14,1,2,17
GREEDY,2552,15,2,3,20
GREEDY,3431,16,2,3,21
GREEDY,4135,15,2,3,20
STINGY,1482,3,1,0,4
GREEDY,3641,19,2,4,25
GREEDY,990,13,2,4,19
GREEDY,4978,17,2,2,21
GREEDY,1951,14,1,2,17
STINGY,2015,1,0,1,2
GREEDY,14119,14,2,3,19
GREEDY,6439,15,1,4,20
GREEDY,3117,16,2,2,20
STINGY,1744,5,0,0,5
GREEDY,9076,15,1,3,19
STINGY,1564,1,1,1,3
STINGY,1297,4,2,0,6
STINGY,1635,3,0,1,4
GREEDY,2491,18,1,2,21
GREEDY,21619,16,1,3,20
GREEDY,21041,15,1,3,19
STINGY,1222,2,0,1,3
GREEDY,894,13,2,4,19
STINGY,1557,3,0,1,4
GREEDY,2655,15,1,2,18
GREEDY,3085,16,2,3,21
GREEDY,1239,16,2,3,21
STINGY,1750,4,0,0,4
STINGY,1451,4,0,1,5
STINGY,1078,3,2,0,5
STINGY,990,1,1,2,4
GREEDY,6800,15,2,2,19
GREEDY,5204,13,1,2,16
GREEDY,2325,17,2,4,23
GREEDY,5012,16,2,4,22
GREEDY,4635,18,1,4,23
GREEDY,5467,15,2,3,20
GREEDY,3283,16,0,4,20
GREEDY,1312,12,2,4,18
STINGY,1378,4,1,1,6
STINGY,2084,4,1,1,6
GREEDY,7285,17,2,4,23
STINGY,1375,3,0,1,4
STINGY,1654,1,0,0,1
GREEDY,3764,17,2,4,23
STINGY,1276,4,0,1,5
GREEDY,3624,16,2,3,21
GREEDY,3720,16,2,3,21
GREEDY,2112,14,1,4,19
STINGY,612,2,0,1,3
GREEDY,5009,14,1,3,18
STINGY,1684,4,0,0,4
STINGY,2205,1,0,1,2
STINGY,1583,0,1,1,2
STINGY,1149,8,0,1,9
STINGY,994,5,1,1,7
STINGY,1252,3,1,0,4
GREEDY,2414,13,2,2,17
GREEDY,3018,18,1,2,21
GREEDY,3382,17,2,3,22
GREEDY,5188,15,2,4,21
GREEDY,1573,19,2,4,25
STINGY,1520,3,0,1,4
STINGY,1554,2,0,0,2
STINGY,524,5,1,3,9
STINGY,1620,2,0,0,2
STINGY,1204,5,1,1,7
STINGY,1893,3,0,0,3
STINGY,1882,3,0,1,4
STINGY,1706,0,0,1,1
STINGY,1896,2,0,1,3
GREEDY,5492,14,2,2,18
GREEDY,7993,15,1,1,17
GREEDY,7128,16,1,3,20
GREEDY,2695,16,1,3,20
STINGY,1942,0,0,0,0
GREEDY,581,10,2,3,15
GREEDY,2245,18,2,3,23
STINGY,1644,3,2,2,7
STINGY,1951,2,0,0,2
STINGY,1613,3,0,0,3
GREEDY,6883,11,2,3,16
STINGY,2030,1,0,0,1
GREEDY,1535,18,0,3,21
STINGY,1869,4,0,0,4
GREEDY,1386,17,2,3,22
STINGY,1882,5,0,1,6
GREEDY,2540,14,1,3,18
GREEDY,5803,18,2,2,22
STINGY,2026,1,0,0,1
GREEDY,6233,15,2,2,19
STINGY,2112,3,0,0,3
GREEDY,5363,15,2,1,18
GREEDY,3440,16,0,2,18
STINGY,2133,3,0,0,3
GREEDY,4422,16,2,4,22
GREEDY,2680,17,2,4,23
GREEDY,4697,16,2,4,22
STINGY,1314,2,0,0,2
GREEDY,4681,17,0,4,21
GREEDY,2889,13,2,4,19
STINGY,1456,3,0,1,4
STINGY,1749,1,0,2,3
GREEDY,7083,15,2,2,19
GREEDY,10160,15,1,3,19
GREEDY,6445,16,1,3,20
GREEDY,2458,19,2,2,23
STINGY,1666,2,0,1,3
GREEDY,5338,15,2,1,18
STINGY,1414,5,0,1,6
STINGY,1912,0,0,0,0
GREEDY,4094,17,0,3,20
STINGY,1042,3,0,0,3
STINGY,1666,4,0,2,6
STINGY,1346,4,0,0,4
GREEDY,6917,14,1,3,18
GREEDY,2163,13,2,4,19
GREEDY,4365,16,0,3,19
STINGY,1172,1,2,1,4
GREEDY,11094,15,1,3,19
STINGY,1198,5,0,1,6
GREEDY,3083,18,0,3,21
STINGY,1815,3,1,0,4
GREEDY,4145,15,1,2,18
STINGY,1710,1,0,0,1
STINGY,956,2,0,1,3
GREEDY,3162,19,2,2,23
STINGY,1324,3,0,1,4
GREEDY,1574,17,1,3,21
STINGY,1153,2,1,0,3
STINGY,1442,2,0,1,3
GREEDY,2424,13,2,3,18
GREEDY,676,18,2,4,24
GREEDY,6147,14,1,3,18
STINGY,1512,3,2,0,5
GREEDY,3091,16,1,1,18
GREEDY,5730,13,1,3,17
GREEDY,4596,18,2,2,22
GREEDY,6383,16,2,2,20
GREEDY,4784,18,2,2,22
GREEDY,5858,18,1,3,22
STINGY,1893,4,0,0,4
GREEDY,10603,18,1,3,22
STINGY,1318,4,0,0,4
GREEDY,4340,18,2,3,23
GREEDY,5429,19,2,3,24
GREEDY,1292,13,1,3,17
STINGY,1244,7,1,1,9
GREEDY,2601,16,1,4,21
GREEDY,4312,17,1,1,19
STINGY,2124,2,0,2,4
GREEDY,1276,13,0,3,16
GREEDY,4358,17,2,2,21
GREEDY,4607,13,2,4,19
GREEDY,5635,17,2,2,21
GREEDY,61141,12,1,4,17
STINGY,1919,2,0,1,3
GREEDY,9164,17,2,3,22
GREEDY,2831,15,2,4,21
GREEDY,3845,14,2,4,20
STINGY,1479,4,0,0,4
STINGY,1163,3,1,2,6
STINGY,1565,6,1,0,7
STINGY,1355,1,0,1,2
GREEDY,4219,15,2,4,21
GREEDY,2847,13,2,4,19
GREEDY,1113,14,1,4,19
STINGY,1821,4,0,0,4
GREEDY,1123,11,2,0,13
STINGY,1958,0,0,0,0
STINGY,1763,1,0,0,1
GREEDY,8365,15,2,4,21
STINGY,1060,3,1,2,6
GREEDY,2981,18,1,3,22
STINGY,1966,2,0,0,2
STINGY,1399,3,1,1,5
STINGY,1073,3,0,0,3
GREEDY,3559,16,2,3,21
STINGY,1332,2,1,1,4
STINGY,1522,3,0,1,4
STINGY,1193,1,1,2,4
GREEDY,2387,17,1,4,22
STINGY,1687,3,0,0,3
STINGY,807,5,0,1,6
STINGY,1646,4,0,2,6
GREEDY,5706,15,2,3,20
STINGY,1290,5,0,0,5
STINGY,798,4,0,1,5
GREEDY,2484,15,2,3,20
STINGY,1297,6,1,3,10
GREEDY,4546,18,0,3,21
GREEDY,3547,18,2,3,23
GREEDY,2065,17,1,4,22
STINGY,1186,3,1,0,4
STINGY,1716,3,0,1,4
GREEDY,2021,12,0,3,15
GREEDY,1917,16,2,3,21
STINGY,1842,1,0,0,1
GREEDY,3376,17,2,2,21
GREEDY,3543,17,2,3,22
GREEDY,3848,16,2,3,21
STINGY,1107,2,0,1,3
GREEDY,3216,17,2,3,22
GREEDY,1865,19,1,2,22
STINGY,1809,0,0,1,1
GREEDY,1209,17,2,4,23
GREEDY,2472,16,1,2,19
STINGY,985,4,0,1,5
GREEDY,4881,16,2,4,22
GREEDY,1195,15,2,4,21
GREEDY,3948,15,2,3,20
STINGY,760,3,0,2,5
GREEDY,3047,17,2,2,21
STINGY,1042,4,0,0,4
STINGY,1667,2,0,0,2
STINGY,1324,3,0,0,3
STINGY,1137,4,1,0,5
STINGY,1718,2,0,0,2
STINGY,910,3,1,0,4
GREEDY,3320,17,1,4,22
GREEDY,3056,19,2,2,23
STINGY,1499,5,1,1,7
GREEDY,6685,16,2,3,21
GREEDY,6629,16,2,2,20
GREEDY,4487,18,1,2,21
GREEDY,3014,16,2,4,22
GREEDY,6671,18,2,3,23
GREEDY,5317,17,1,3,21
GREEDY,1960,15,2,3,20
STINGY,766,7,1,1,9
GREEDY,2977,15,2,4,21
STINGY,945,5,0,1,6
GREEDY,10106,17,2,3,22
STINGY,651,4,0,1,5
STINGY,1156,3,0,1,4
GREEDY,2985,16,2,2,20
GREEDY,2207,19,0,3,22
GREEDY,398,16,2,3,21
STINGY,2012,1,0,0,1
GREEDY,3824,14,2,4,20
GREEDY,1648,15,2,4,21
GREEDY,3819,13,1,4,18
STINGY,1740,2,0,0,2
GREEDY,5143,18,1,3,22
GREEDY,4446,17,2,3,22
GREEDY,3434,15,1,4,20
STINGY,1737,1,0,2,3
STINGY,1700,0,0,0,0
GREEDY,3499,17,1,2,20
STINGY,2450,1,1,0,2
STINGY,1876,1,0,0,1
STINGY,1388,5,1,1,7
GREEDY,3760,15,2,2,19
GREEDY,7122,13,2,4,19
STINGY,2273,3,0,1,4
GREEDY,3645,17,1,3,21
STINGY,1718,5,0,0,5
STINGY,1744,2,0,1,3
GREEDY,3097,17,2,3,22
GREEDY,2501,14,2,4,20
STINGY,1029,4,0,3,7
STINGY,2643,2,0,0,2
STINGY,1252,3,0,0,3
STINGY,1274,2,0,0,2
GREEDY,3935,16,1,3,20
STINGY,1305,2,0,1,3
STINGY,1429,3,0,2,5
STINGY,1037,1,1,1,3
STINGY,1188,5,0,1,6
STINGY,334,6,0,3,9
GREEDY,2424,19,1,2,22
GREEDY,2537,11,2,4,17
STINGY,1196,3,1,1,5
GREEDY,2995,17,1,3,21
STINGY,410,4,0,2,6
GREEDY,1275,18,1,2,21
GREEDY,8728,14,1,4,19
STINGY,1402,2,1,2,5
GREEDY,3281,16,2,3,21
STINGY,1574,2,0,0,2
STINGY,744,6,1,0,7
STINGY,1065,5,0,0,5
GREEDY,4723,17,2,3,22
STINGY,2054,1,0,1,2
GREEDY,5484,14,1,4,19
STINGY,1570,2,0,0,2
GREEDY,1846,16,1,4,21
GREEDY,4522,19,2,2,23
STINGY,1814,0,1,1,2
GREEDY,1556,13,2,1,16
STINGY,1754,5,0,1,6
GREEDY,3579,14,1,4,19
GREEDY,3294,12,2,4,18
STINGY,904,7,0,0,7
STINGY,2363,0,0,0,0
GREEDY,4003,17,2,4,23
GREEDY,3088,18,1,4,23
GREEDY,2427,17,1,3,21
STINGY,1524,1,0,0,1
GREEDY,4753,17,1,2,20
STINGY,1108,4,2,1,7
GREEDY,4961,12,2,3,17
STINGY,1075,3,0,0,3
STINGY,2142,4,0,0,4
GREEDY,5173,14,2,3,19
GREEDY,4054,13,2,2,17
STINGY,1512,3,0,1,4
STINGY,1544,1,0,1,2
GREEDY,3627,17,1,3,21
STINGY,1278,3,0,0,3
GREEDY,5247,14,2,2,18
STINGY,295,3,1,1,5
GREEDY,5491,18,1,2,21
GREEDY,10884,14,1,3,18
STINGY,726,4,0,2,6
STINGY,838,1,1,0,2
GREEDY,4251,18,2,4,24
STINGY,1668,4,1,1,6
STINGY,1534,4,0,0,4
GREEDY,4785,18,1,2,21
GREEDY,1458,17,2,4,23
STINGY,1730,2,0,0,2
GREEDY,6217,17,2,3,22
GREEDY,1998,17,2,3,22
GREEDY,1986,14,2,4,20
GREEDY,3254,16,1,2,19
GREEDY,3851,18,1,4,23
GREEDY,2164,14,2,2,18
STINGY,1854,0,1,0,1
STINGY,2432,1,1,0,2
GREEDY,2813,15,2,3,20
GREEDY,2337,15,2,2,19
GREEDY,4047,18,2,4,24
GREEDY,5803,15,1,3,19
GREEDY,895,19,1,4,24
STINGY,1787,1,0,0,1
GREEDY,2317,12,0,4,16
GREEDY,645,10,1,3,14
GREEDY,4637,16,2,3,21
STINGY,1678,5,1,1,7
STINGY,1990,1,1,0,2
GREEDY,2821,16,2,4,22
GREEDY,5052,16,1,4,21
GREEDY,3950,15,1,3,19
STINGY,1429,0,0,0,0
GREEDY,10968,14,1,3,18
STINGY,1891,1,0,0,1
STINGY,1819,4,0,0,4
STINGY,2800,5,2,1,8
STINGY,1884,2,1,1,4
STINGY,652,3,1,1,5
GREEDY,2339,12,2,4,18
STINGY,1921,6,0,2,8
GREEDY,2189,16,2,3,21
GREEDY,4658,16,2,3,21
STINGY,2289,3,1,3,7
STINGY,797,2,0,1,3
GREEDY,2793,12,0,2,14
GREEDY,6566,17,2,4,23
STINGY,2046,0,1,0,1
STINGY,913,2,1,1,4
GREEDY,11990,14,1,1,16
GREEDY,1414,12,2,1,15
GREEDY,2965,16,2,3,21
GREEDY,2163,17,1,3,21
GREEDY,3361,16,2,1,19
GREEDY,4589,14,2,2,18
GREEDY,2068,18,1,4,23
GREEDY,2592,19,2,4,25
GREEDY,3808,12,1,3,16
STINGY,2055,4,1,0,5
STINGY,1802,0,1,0,1
GREEDY,4469,17,2,1,20
GREEDY,5561,15,2,3,20
GREEDY,6418,17,2,4,23
GREEDY,2620,15,0,3,18
GREEDY,1524,17,2,4,23
GREEDY,3338,17,2,3,22
GREEDY,4676,17,2,4,23
GREEDY,3213,14,1,3,18
GREEDY,443,13,1,3,17
STINGY,1373,5,1,0,6
STINGY,1136,5,1,0,6
GREEDY,3256,17,1,3,21
GREEDY,2232,13,2,2,17
GREEDY,9084,14,1,3,18
STINGY,1216,3,0,0,3
STINGY,3186,4,0,3,7
GREEDY,1347,8,2,4,14
STINGY,1230,3,0,2,5
GREEDY,6110,16,0,3,19
GREEDY,5485,15,1,2,18
STINGY,1937,1,1,1,3
GREEDY,9146,14,2,3,19
STINGY,920,5,0,0,5
GREEDY,4667,17,1,3,21
STINGY,1316,3,1,0,4
GREEDY,2185,15,1,2,18
GREEDY,1191,17,2,3,22
GREEDY,2194,17,1,2,20
GREEDY,2549,16,2,2,20
STINGY,1629,0,0,1,1
STINGY,1644,2,0,1,3
GREEDY,4254,15,0,4,19
GREEDY,2336,18,2,2,22
GREEDY,3817,15,2,2,19
GREEDY,6474,17,2,3,22
GREEDY,4959,15,1,4,20
GREEDY,1195,18,1,4,23
GREEDY,3969,17,2,3,22
GREEDY,1261,13,1,4,18
GREEDY,2786,17,1,3,21
GREEDY,3666,16,1,2,19
GREEDY,4755,19,2,3,24
STINGY,2061,1,0,0,1
GREEDY,2123,15,1,4,20
STINGY,1873,3,0,0,3
GREEDY,2621,16,1,1,18
STINGY,1738,4,0,0,4
GREEDY,3502,15,1,3,19
GREEDY,5386,14,2,3,19
GREEDY,1565,15,1,4,20
GREEDY,5976,17,2,3,22
GREEDY,3650,17,2,4,23
STINGY,1730,0,0,0,0
GREEDY,1108,15,1,4,20
GREEDY,3585,16,2,3,21
STINGY,1649,4,0,1,5
STINGY,2449,1,0,0,1
STINGY,1727,7,0,1,8
GREEDY,3693,14,2,4,20
GREEDY,4393,19,2,2,23
STINGY,1281,2,0,0,2
GREEDY,3440,17,1,2,20
GREEDY,3722,17,2,3,22
GREEDY,4751,18,2,3,23
GREEDY,2970,18,2,2,22
STINGY,1311,5,0,1,6
GREEDY,16047,13,2,1,16
STINGY,1492,3,0,0,3
GREEDY,24177,14,2,3,19
GREEDY,7747,17,1,3,21
GREEDY,3216,17,2,2,21
STINGY,1642,5,0,1,6
STINGY,2296,3,1,1,5
GREEDY,2720,16,0,3,19
GREEDY,4467,17,1,3,21
STINGY,1025,3,1,1,5
GREEDY,2443,14,1,2,17
GREEDY,14905,15,1,3,19
GREEDY,5952,17,2,3,22
STINGY,1781,1,0,0,1
GREEDY,840,14,0,3,17
GREEDY,5142,15,2,3,20
GREEDY,3541,15,2,3,20
STINGY,1659,0,0,0,0
GREEDY,2609,16,2,3,21
GREEDY,4493,17,2,4,23
GREEDY,6395,15,2,4,21
STINGY,639,7,1,3,11
GREEDY,10244,14,2,3,19
GREEDY,4567,16,1,3,20
STINGY,1519,2,1,0,3
GREEDY,5919,18,1,4,23
GREEDY,3695,17,2,4,23
STINGY,1858,5,1,0,6
GREEDY,6065,17,2,3,22
STINGY,2172,2,0,0,2
STINGY,1624,1,0,2,3
GREEDY,2979,12,2,4,18
STINGY,1733,4,0,1,5
GREEDY,5848,16,1,3,20
GREEDY,2323,16,2,2,20
GREEDY,4634,17,2,4,23
STINGY,1267,3,1,0,4
GREEDY,3322,16,0,3,19
STINGY,1151,4,0,0,4
GREEDY,3608,14,2,3,19
GREEDY,927,16,1,4,21
GREEDY,1044,16,0,3,19
GREEDY,4436,14,1,4,19
STINGY,1808,2,0,1,3
STINGY,1606,2,0,0,2
GREEDY,3586,13,1,4,18
GREEDY,6759,15,2,2,19
STINGY,1379,4,0,0,4
GREEDY,8317,15,2,2,19
GREEDY,2346,17,1,3,21
STINGY,793,2,1,0,3
GREEDY,2790,20,1,2,23
GREEDY,4760,17,1,3,21
GREEDY,8741,16,0,2,18
GREEDY,4998,14,2,3,19
GREEDY,5611,16,2,3,21
GREEDY,3549,18,2,3,23
GREEDY,4569,14,1,3,18
GREEDY,2316,16,1,0,17
STINGY,1170,3,0,0,3
GREEDY,3552,15,2,4,21
GREEDY,2517,16,1,3,20
GREEDY,3355,14,2,2,18
GREEDY,1154,14,2,3,19
GREEDY,2058,13,2,4,19
GREEDY,1822,17,2,3,22
STINGY,1752,3,1,1,5
GREEDY,2246,14,2,2,18
GREEDY,5384,12,2,4,18
GREEDY,3682,16,1,2,19
STINGY,1341,3,0,0,3
GREEDY,3396,16,1,3,20
STINGY,1375,0,0,2,2
STINGY,1428,5,0,2,7
STINGY,1410,3,0,0,3
STINGY,1655,3,1,2,6
STINGY,342,7,0,0,7
GREEDY,6995,13,2,3,18
GREEDY,2644,15,1,3,19
STINGY,1374,3,1,0,4
STINGY,1390,4,1,1,6
GREEDY,2186,16,1,3,20
GREEDY,2766,18,2,4,24
GREEDY,2240,16,2,4,22
STINGY,1564,1,0,0,1
STINGY,2250,4,0,1,5
GREEDY,5300,17,1,4,22
GREEDY,6108,12,2,2,16
STINGY,1696,2,0,2,4
STINGY,1414,4,1,0,5
GREEDY,5267,15,1,4,20
GREEDY,1805,16,1,4,21
STINGY,1683,5,0,2,7
GREEDY,2984,13,2,2,17
GREEDY,3467,18,2,1,21
GREEDY,4614,15,2,2,19
GREEDY,4277,18,2,2,22
GREEDY,2171,17,1,3,21
STINGY,2113,5,1,0,6
STINGY,908,5,1,1,7
STINGY,1560,1,0,0,1
GREEDY,1572,16,2,3,21
STINGY,2028,1,1,0,2
STINGY,2153,7,1,0,8
GREEDY,5286,17,1,3,21
STINGY,1149,5,0,3,8
GREEDY,3222,15,2,4,21
GREEDY,3987,16,2,3,21
STINGY,1594,2,0,0,2
GREEDY,2174,15,1,4,20
GREEDY,3200,16,2,4,22
STINGY,1345,7,0,3,10
GREEDY,2130,16,1,4,21
GREEDY,3403,18,1,4,23
GREEDY,932,15,2,3,20
GREEDY,1801,16,2,2,20
STINGY,886,4,0,1,5
STINGY,972,3,0,1,4
GREEDY,1869,19,2,2,23
STINGY,1608,3,0,1,4
GREEDY,3523,16,1,3,20
GREEDY,4479,17,1,3,21
STINGY,1032,3,1,2,6
STINGY,843,5,1,0,6
GREEDY,8109,14,1,4,19
GREEDY,3331,17,2,3,22
GREEDY,2005,20,1,2,23
GREEDY,1902,16,2,4,22
STINGY,1238,4,0,0,4
STINGY,1496,2,0,0,2
GREEDY,3713,13,1,4,18
GREEDY,2436,17,1,4,22
STINGY,894,3,0,1,4
STINGY,1357,5,0,1,6
STINGY,1467,2,0,0,2
GREEDY,3938,13,2,3,18
STINGY,1871,1,0,0,1
GREEDY,4051,18,1,3,22
GREEDY,4579,16,2,3,21
STINGY,1632,1,0,0,1
GREEDY,3644,17,2,3,22
STINGY,1822,3,0,0,3
GREEDY,5370,17,1,3,21
STINGY,1716,4,0,0,4
STINGY,610,7,1,0,8
GREEDY,4062,16,1,3,20
GREEDY,5169,17,0,3,20
GREEDY,2706,14,2,3,19
GREEDY,3778,17,1,3,21
GREEDY,1281,13,2,3,18
STINGY,1937,1,0,0,1
STINGY,1916,9,1,2,12
STINGY,1251,1,0,1,2
GREEDY,10603,15,2,2,19
STINGY,1937,3,0,1,4
STINGY,2241,2,0,0,2
STINGY,1616,1,0,0,1
GREEDY,5713,15,2,3,20
STINGY,1878,0,0,1,1
GREEDY,4349,19,2,2,23
STINGY,1959,1,2,1,4
GREEDY,8400,15,2,3,20
STINGY,992,5,1,0,6
GREEDY,4125,18,1,3,22
GREEDY,6267,16,2,3,21
GREEDY,2207,13,2,2,17
GREEDY,8609,14,2,3,19
GREEDY,4469,16,2,3,21
GREEDY,3589,16,1,2,19
GREEDY,3060,19,1,3,23
STINGY,1333,3,0,0,3
STINGY,1008,6,0,3,9
STINGY,1254,2,0,0,2
GREEDY,10472,14,2,3,19
GREEDY,2521,17,1,2,20
STINGY,1120,6,1,1,8
STINGY,1762,3,0,0,3
STINGY,1337,4,1,2,7
STINGY,2208,3,0,1,4
STINGY,1734,1,0,0,1
GREEDY,7078,18,1,3,22
GREEDY,5093,17,0,2,19
STINGY,1554,2,0,0,2
GREEDY,5513,16,2,4,22
STINGY,1533,3,0,0,3
GREEDY,3148,16,2,1,19
STINGY,1078,3,1,0,4
GREEDY,5731,16,1,4,21
GREEDY,3467,18,1,3,22
GREEDY,3265,15,2,3,20
GREEDY,9080,16,1,3,20
STINGY,1625,0,0,1,1
GREEDY,2694,18,2,3,23
GREEDY,2898,19,2,3,24
GREEDY,8565,16,1,1,18
STINGY,2256,2,1,0,3
GREEDY,10057,14,0,3,17
STINGY,1894,6,0,2,8
GREEDY,7626,14,1,3,18
GREEDY,2550,16,0,2,18
GREEDY,3272,14,2,3,19
GREEDY,3238,16,2,3,21
STINGY,1121,3,1,0,4
STINGY,1661,3,1,1,5
GREEDY,1919,12,2,4,18
GREEDY,4739,16,1,2,19
STINGY,1658,4,0,0,4
STINGY,1247,3,0,1,4
GREEDY,2473,15,2,2,19
GREEDY,2967,16,1,4,21
GREEDY,1233,14,2,4,20
GREEDY,2823,17,1,3,21
STINGY,1311,6,0,2,8
GREEDY,1530,10,1,4,15
GREEDY,5929,14,1,4,19
GREEDY,3969,15,2,2,19
STINGY,2025,1,0,0,1
GREEDY,2264,19,2,2,23
GREEDY,2860,16,2,3,21
GREEDY,3180,16,2,3,21
GREEDY,3456,14,2,2,18
STINGY,2418,5,0,2,7
GREEDY,1601,14,1,3,18
GREEDY,7835,17,2,4,23
GREEDY,3377,18,2,3,23
STINGY,1712,3,0,1,4
GREEDY,3007,12,2,3,17
STINGY,1768,1,0,1,2
GREEDY,3656,17,1,3,21
GREEDY,3463,17,2,3,22
STINGY,495,7,0,1,8
GREEDY,3457,16,2,3,21
GREEDY,6904,17,1,2,20
STINGY,1624,5,0,1,6
STINGY,1093,6,1,1,8
GREEDY,4889,16,1,3,20
GREEDY,1785,14,2,4,20
STINGY,1564,1,0,0,1
GREEDY,12666,12,2,2,16
GREEDY,2822,17,2,4,23
GREEDY,4478,18,1,3,22
STINGY,1433,3,0,2,5
GREEDY,1878,17,1,3,21
STINGY,1750,0,0,0,0
STINGY,1941,6,2,3,11
STINGY,1677,1,0,0,1
STINGY,1180,3,0,1,4
GREEDY,3007,19,1,2,22
STINGY,1939,1,0,0,1
STINGY,1849,0,0,0,0
STINGY,1413,4,0,0,4
STINGY,1235,3,1,0,4
GREEDY,5606,16,2,1,19
GREEDY,2223,14,2,4,20
STINGY,2558,4,0,2,6
GREEDY,3030,18,1,3,22
GREEDY,2595,17,2,2,21
GREEDY,2456,18,1,2,21
GREEDY,3358,18,0,3,21
GREEDY,2736,13,1,3,17
GREEDY,6529,14,2,2,18
GREEDY,2736,14,1,3,18
GREEDY,5014,16,2,3,21
STINGY,1250,2,0,2,4
STINGY,1991,2,0,0,2
GREEDY,5702,18,1,3,22
STINGY,899,6,0,0,6
GREEDY,2384,18,0,2,20
STINGY,1031,4,0,2,6
GREEDY,2414,17,2,3,22
GREEDY,3350,17,2,3,22
STINGY,1394,6,0,0,6
STINGY,1329,2,0,2,4
GREEDY,6149,15,2,3,20
GREEDY,17817,12,2,3,17
STINGY,917,5,0,0,5
GREEDY,2017,17,2,3,22
GREEDY,3904,15,2,4,21
STINGY,1759,2,1,2,5
STINGY,766,4,2,1,7
GREEDY,6010,15,2,2,19
STINGY,937,6,0,2,8
STINGY,2030,2,0,0,2
GREEDY,5471,15,1,4,20
GREEDY,3136,15,1,3,19
